id,status,title,slug,date,modified,word_count,main_word_count,has_sources,source_items,source_links,bare_source_urls,internal_links,external_links,has_thumb,thumb_alt,focus,seo,desc,faq_visible,faq_schema,traffic,issues
3527,draft,الگوریتم سایمون؛ پیدا‌کردن دوره پنهان با تداخل کوانتومی,simon-algorithm,2026-09-20 19:34:15,2026-09-20 19:34:15,405,276,True,4,4,0,3,4,False,,,,,5,False,red,کمتر از ۵۰۰ کلمه | فاقد تصویر شاخص | فاقد توضیحات متا | فاقد کلیدواژه کانونی
3533,draft,اثر کوندو؛ چرا مقاومت فلز در سرمای بیشتر دوباره بالا می‌رود؟,kondo-effect,2026-09-20 19:34:15,2026-09-20 19:34:15,393,256,True,4,4,0,3,4,True,اثر کوندو,اثر کوندو,اثر کوندو چیست؟,اثر کوندو از غربال‌شدن ممان مغناطیسی ناخالصی توسط الکترون‌های رسانش می‌آید و کمینه مقاومت می‌سازد؛ سازوکار و کاربردها را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3535,draft,یخ اسپینی؛ مغناطیسی که قانون یخ را تقلید می‌کند,spin-ice,2026-09-20 19:34:15,2026-09-20 19:34:15,373,230,True,4,4,0,3,4,True,ساختار یخ اسپینی,یخ اسپینی,یخ اسپینی چیست؟,در یخ اسپینی، ممان‌های مغناطیسی روی شبکه هندسی قانون دو-داخل دو-خارج را رعایت می‌کنند و برانگیختگی شبه‌تک‌قطبی می‌سازند.,5,True,red,کمتر از ۵۰۰ کلمه
3539,draft,شبکهٔ نوری؛ بلوری از نور برای به‌دام‌انداختن اتم‌ها,optical-lattice,2026-09-20 19:34:15,2026-09-20 19:34:15,392,249,True,4,4,0,3,4,True,شبکه نوری برای به‌دام‌اندازی اتم‌ها,شبکهٔ نوری,شبکه نوری چیست؟,شبکه نوری از تداخل لیزرها پتانسیل دوره‌ای برای اتم‌های سرد می‌سازد و مدل‌های ماده چگال را شبیه‌سازی می‌کند؛ سازوکار و محدودیت‌ها را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3541,draft,اتم ریدبرگ؛ غولی کوانتومی با الکترونی دوردست,rydberg-atom,2026-09-20 19:34:15,2026-09-20 19:34:15,365,236,True,4,4,0,3,4,True,اتم ریدبرگ و ترازهای انرژی,اتم ریدبرگ,اتم ریدبرگ چیست؟,اتم ریدبرگ الکترونی با عدد کوانتومی اصلی بزرگ دارد و به میدان و اتم‌های دیگر بسیار حساس است؛ انسداد ریدبرگ و کاربردها را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3367,draft,واپاشی پروتون؛ جست‌وجوی فروپاشی یکی از پایدارترین ذرات جهان,proton-decay,2026-09-20 19:34:16,2026-09-20 19:34:16,440,284,True,4,4,0,3,4,True,واپاشی پروتون,واپاشی پروتون,واپاشی پروتون چیست؟,واپاشی پروتون در برخی نظریه‌های وحدت بزرگ پیش‌بینی می‌شود؛ کانال‌ها، آشکارسازها، حدود عمر و معنای نتیجه منفی آزمایش‌ها را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3375,draft,تورم کیهانی؛ جهش آغازین فضا و بذر ساختارهای جهان,cosmic-inflation,2026-09-20 19:34:16,2026-09-20 19:34:16,403,268,True,4,4,0,3,4,True,تورم کیهانی,تورم کیهانی,تورم کیهانی چیست؟,تورم کیهانی دوره‌ای از انبساط شتاب‌دار آغازین است؛ افق و تختی، نوسان‌های کوانتومی، شواهد CMB و مدل‌های رقیب را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3377,draft,تابش زمینهٔ کیهانی؛ قدیمی‌ترین نوری که می‌توانیم ببینیم,cosmic-microwave-background,2026-09-20 19:34:16,2026-09-20 19:34:16,412,276,True,4,4,0,3,4,True,تابش زمینهٔ کیهانی و مسیر دریافت آن توسط ماهواره,تابش زمینهٔ کیهانی,تابش زمینه کیهانی چیست؟,تابش زمینه کیهانی نور باقی‌مانده از جهان داغ آغازین است؛ طیف جسم سیاه، ناهمسانگردی‌ها، قطبش و نقش آن در کیهان‌شناسی را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3379,draft,کرم‌چاله؛ میان‌بُر فضا–زمان میان ریاضیات و واقعیت,wormhole,2026-09-20 19:34:16,2026-09-20 19:34:16,402,257,True,4,4,0,3,4,True,نمای مفهومی کرم‌چاله و اتصال دو ناحیه فضا–زمان,کرم‌چاله,کرم‌چاله چیست؟,کرم‌چاله راه‌حلی هندسی برای اتصال نواحی فضا–زمان است؛ پل اینشتین–روزن، ماده نامتعارف، عبورپذیری و وضعیت شواهد را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3381,draft,کیهان‌شناسی کوانتومی؛ وقتی خود جهان موضوع نظریه کوانتومی می‌شود,quantum-cosmology,2026-09-20 19:34:16,2026-09-20 19:34:16,360,235,True,4,4,0,3,4,True,روند مفهومی کیهان‌شناسی کوانتومی از جهان آغازین,کیهان‌شناسی کوانتومی,کیهان‌شناسی کوانتومی چیست؟,کیهان‌شناسی کوانتومی برای شرایط آغازین و هندسه جهان چارچوب کوانتومی می‌سازد؛ معادله ویلر–دویت، مسئله زمان و محدودیت آزمون را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3383,draft,جهش کوانتومی کیهان؛ آیا پیش از مهبانگ مرحله‌ای دیگر وجود داشت؟,quantum-bounce,2026-09-20 19:34:16,2026-09-20 19:34:16,399,255,True,4,4,0,3,4,True,جهش کوانتومی کیهان از انقباض به انبساط,جهش کوانتومی کیهان,جهش کوانتومی کیهان چیست؟,جهش کوانتومی جایگزینی فرضی برای تکینگی مهبانگ است؛ کیهان‌شناسی کوانتومی حلقه‌ای، چگالی بحرانی، مدل‌های رقیب و شواهد را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3385,draft,بلاک‌چین کوانتومی؛ امنیت پساکوانتومی یا شبکه‌ای واقعاً کوانتومی؟,quantum-blockchain,2026-09-20 19:34:16,2026-09-20 19:34:16,411,261,True,4,4,0,3,4,True,زنجیره بلوک‌های بلاک‌چین کوانتومی,بلاک‌چین کوانتومی,بلاک‌چین کوانتومی چیست؟,بلاک‌چین کوانتومی اصطلاحی برای چند ایده متفاوت است؛ از امضای پساکوانتومی تا شبکه‌های مبتنی بر QKD و حالت کوانتومی، تفاوت‌ها را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3543,draft,پولارون؛ ذره‌ای که محیط را با خود می‌کشد,polaron,2026-09-20 19:34:15,2026-09-20 19:34:15,379,249,True,4,4,0,3,4,True,پولارون در شبکه بلوری,پولارون,پولارون چیست؟,پولارون شبه‌ذره‌ای است که از حامل بار و تغییر شکل یا برانگیختگی محیط پیرامونش ساخته می‌شود؛ انواع، جرم مؤثر و شواهد را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3545,draft,اکسایتون؛ جفت الکترون–حفره‌ای که نور در ماده می‌سازد,exciton,2026-09-20 19:34:15,2026-09-20 19:34:15,356,218,True,4,4,0,3,4,True,اکسایتون در شبکه بلوری,اکسایتون,اکسایتون چیست؟,اکسایتون حالت مقید الکترون و حفره در نیمه‌رسانا یا عایق است؛ انرژی بستگی، انواع وانیر و فرنکل و کاربردهای آن را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3547,draft,پولاریتون؛ وقتی نور و ماده هویت مشترک پیدا می‌کنند,polariton,2026-09-20 19:34:15,2026-09-20 19:34:15,353,224,True,4,4,0,3,4,True,پولاریتون حاصل برهم‌کنش نور و ماده,پولاریتون,پولاریتون چیست؟,پولاریتون شبه‌ذره ترکیبی نور و برانگیختگی ماده در رژیم کوپلش قوی است؛ شاخه‌های انرژی، چگالش و کاربردها را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3549,draft,مگنون؛ کوانتوم موج اسپینی در یک آهنربا,magnon,2026-09-20 19:34:15,2026-09-20 19:34:15,329,224,True,4,4,0,3,4,True,مگنون و موج اسپینی,مگنون,مگنون چیست؟,مگنون کوانتوم موج اسپینی در مواد مغناطیسی است؛ پاشندگی، آمار بوزونی، مگنونیک و ارتباط آن با اسپین‌ترونیک را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3551,draft,پلاسمون؛ موج جمعی الکترون‌ها در مرز نور و ماده,plasmon,2026-09-20 19:34:15,2026-09-20 19:34:15,351,238,True,4,4,0,3,4,True,پلاسمون و نوسان جمعی الکترون‌ها,پلاسمون,پلاسمون چیست؟,پلاسمون کوانتوم نوسان جمعی چگالی الکترون است؛ پلاسمون حجمی و سطحی، محدودسازی نور، کاربردها و اتلاف را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3553,draft,فونون؛ کوانتوم ارتعاش شبکهٔ بلوری,phonon,2026-09-20 19:34:15,2026-09-20 19:34:15,355,241,True,4,4,0,3,4,True,فونون و ارتعاش شبکه بلوری,فونون,فونون چیست؟,فونون کوانتوم مد ارتعاشی شبکه است و گرما، صدا و برهم‌کنش الکترون‌ها را توضیح می‌دهد؛ شاخه‌ها، پاشندگی و محدودیت‌ها را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3555,draft,موتور گرمایی کوانتومی؛ کارگرفتن از یک سامانه کوچک,quantum-heat-engine,2026-09-20 19:34:15,2026-09-20 19:34:15,385,248,True,4,4,0,3,4,True,موتور گرمایی کوانتومی,موتور گرمایی کوانتومی,موتور گرمایی کوانتومی چیست؟,موتور گرمایی کوانتومی با چرخه یک سامانه کوانتومی میان مخزن‌ها گرما را به کار تبدیل می‌کند؛ بازده، توان و نقش همدوسی را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3557,draft,یخچال کوانتومی؛ بیرون‌کشیدن گرما از یک سامانه نانومقیاس,quantum-refrigerator,2026-09-20 19:34:15,2026-09-20 19:34:15,375,241,True,4,4,0,3,4,True,یخچال کوانتومی,یخچال کوانتومی,یخچال کوانتومی چیست؟,یخچال کوانتومی با گذارهای کنترل‌شده یا سامانه خودمختار گرما را از مخزن سرد می‌گیرد؛ ضریب عملکرد و حدهای سرمایش را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3559,draft,دیو ماکسول کوانتومی؛ اطلاعات چگونه به کار ترمودینامیکی تبدیل می‌شود؟,quantum-maxwell-demon,2026-09-20 19:34:15,2026-09-20 19:34:15,371,234,True,4,4,0,3,4,True,دیو ماکسول کوانتومی,دیو ماکسول کوانتومی,دیو ماکسول کوانتومی چیست؟,دیو ماکسول کوانتومی با اندازه‌گیری و بازخورد نوسان‌های کوچک را به کار تبدیل می‌کند؛ اصل لاندائر، هزینه حافظه و آزمایش‌ها را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3563,draft,گرمایی‌شدن کوانتومی؛ چگونه یک سامانه بسته به تعادل می‌رسد؟,quantum-thermalization,2026-09-20 19:34:15,2026-09-20 19:34:15,357,235,True,4,4,0,3,4,True,گرمایی‌شدن کوانتومی,گرمایی‌شدن کوانتومی,گرمایی شدن کوانتومی چیست؟,گرمایی‌شدن کوانتومی توضیح می‌دهد چرا زیرسامانه یک حالت خالص بسته، رفتار تعادلی نشان می‌دهد؛ ETH، درهم‌تنیدگی و استثناها را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3565,draft,جایگزیدگی چندجسمی؛ وقتی سامانه حافظهٔ آغازش را فراموش نمی‌کند,many-body-localization,2026-09-20 19:34:15,2026-09-20 19:34:15,394,242,True,4,4,0,3,4,True,جایگزیدگی چندجسمی,جایگزیدگی چندجسمی,جایگزیدگی چندجسمی چیست؟,جایگزیدگی چندجسمی در سامانه برهم‌کنشی بی‌نظم مانع انتقال و گرمایی‌شدن می‌شود؛ انتگرال‌های محلی، درهم‌تنیدگی و بحث‌های باز را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3567,draft,فرضیهٔ گرمایی‌شدن حالت ویژه؛ چرا یک حالت منفرد می‌تواند حرارتی باشد؟,eigenstate-thermalization,2026-09-20 19:34:15,2026-09-20 19:34:15,373,241,True,4,4,0,3,4,True,فرضیه گرمایی‌شدن حالت ویژه,فرضیهٔ گرمایی‌شدن حالت ویژه,فرضیه ETH چیست؟,فرضیه گرمایی‌شدن حالت ویژه می‌گوید عناصر ماتریسی مشاهده‌پذیر محلی در سامانه آشوبناک ساختاری دارند که تعادل را توضیح می‌دهد.,5,True,red,کمتر از ۵۰۰ کلمه
3569,draft,قضیهٔ نوسان کوانتومی؛ قانون دوم در مقیاس تک‌رویداد,quantum-fluctuation-theorem,2026-09-20 19:34:15,2026-09-20 19:34:15,380,255,True,4,4,0,3,4,True,قضیه نوسان کوانتومی,قضیهٔ نوسان کوانتومی,قضیه نوسان کوانتومی چیست؟,قضیه‌های نوسان کوانتومی احتمال فرایند رو‌به‌جلو و معکوس و توزیع کار را به هم پیوند می‌دهند؛ جارزینسکی، کرکس و محدودیت‌ها را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
286,publish,کوانتوم یعنی چه؟,what-is-quantum,2026-08-22 22:04:55,2026-09-18 01:55:21,1598,1536,True,3,3,0,8,3,True,اینفوگرافیک آموزشی «کوانتوم یعنی چه؟»,,,کوانتوم یعنی چه؟ توضیح ساده و دقیق از گسسته بودن انرژی، ثابت پلانک، و اینکه چرا این کشف پایهٔ ترانزیستور و لیزر و ام‌آر‌آی است.,0,False,yellow,فاقد کلیدواژه کانونی
287,publish,برهم‌نهی کوانتومی؛ چرا سکهٔ چرخان، الکترون نیست؟,quantum-superposition,2026-08-22 23:07:34,2026-09-18 11:16:39,1251,1051,True,4,0,0,12,0,True,اینفوگرافیک آموزشی «برهم‌نهی کوانتمی؛ چرا سکهٔ چرخان، الکترون نیست؟»,برهم‌نهی کوانتومی,برهم‌نهی کوانتومی چیست؟ ساده‌تر از چیزی که می‌شنوید,برهم‌نهی کوانتومی «نداندن» نیست؛ یک وضعیت فیزیکی تازه است که تداخل می‌سازد. تفاوتش با سکهٔ چرخان، ریاضی‌اش و کاربردش را ساده توضیح داده‌ایم.,0,False,red,بخش منابع بدون لینک قابل‌کلیک
297,publish,آزمایش دو شکاف؛ معروف‌ترین آزمایش فیزیک، که هنوز هم درک کاملش سخت است,double-slit-experiment,2026-08-23 00:29:03,2026-09-18 02:13:45,1106,1020,True,4,0,0,10,0,True,اینفوگرافیک آموزشی «آزمایش دو شکاف؛ معروف‌ترین آزمایش فیزیک، که هنوز هم درک کاملش سخت است»,آزمایش دو شکاف,آزمایش دو شکاف چیست؟ ساده‌ترین آزمایش عجیب‌ترین نتیجه,الکترون‌هایی را یکی‌یکی به سمت دو شکاف شلیک کنید؛ نوارهای تداخل می‌سازند — حتی وقتی «نگاه نکنید». آزمایش دو شکاف را از نورِ ۱۸۰۲ تا پاک‌کن کوانتومی ساده توضیح داده‌ایم.,0,False,red,بخش منابع بدون لینک قابل‌کلیک
298,publish,درهم‌تنیدگی کوانتومی؛ «اثر شبح‌وار» که واقعی است، اما پیام نمی‌فرستد,quantum-entanglement-explained,2026-08-23 00:29:03,2026-09-18 02:12:57,1136,1061,True,4,0,0,7,0,True,اینفوگرافیک آموزشی «درهم‌تنیدگی کوانتمی؛ «اثر شبح‌وار» که واقعی است، اما پیام نمی‌فرستد»,درهم‌تنیدگی کوانتومی,درهم‌تنیدگی کوانتومی چیست؟ ساده و بدون اغراق,درهم‌تنیدگی عجیب‌ترین پدیدهٔ کوانتوم است: دو ذره که هزاران کیلومتر دورتر، اندازه‌گیری یکی را به دیگری وصل می‌کند — بدون ارسال پیام. EPR، بل، آسپه و نوبل ۲۰۲۲ را ساده توضیح داده‌ایم.,0,False,red,بخش منابع بدون لینک قابل‌کلیک
299,publish,تونل‌زنی کوانتومی؛ پدیده‌ای که بدونش خورشید نمی‌تابید,quantum-tunneling,2026-08-23 00:29:03,2026-09-18 02:12:22,1105,1035,True,4,0,0,6,0,True,اینفوگرافیک آموزشی «تونل‌زنی کوانتمی؛ پدیده‌ای که بدونش خورشید نمی‌تابید»,تونل‌زنی کوانتومی,تونل‌زنی کوانتومی چیست؟ ساده و با مثال خورشید,چرا الکترون از دیواری رد می‌شود که «باید» برمی‌گشت؟ تونل‌زنی کوانتومی را با مثال خورشید، حافظهٔ فلش و میکروسکوپ تونل‌زنی ساده توضیح داده‌ایم — و چرا انسان هرگز تونل نمی‌زند.,0,False,red,بخش منابع بدون لینک قابل‌کلیک
301,publish,گربهٔ شرودینگر,schrodinger-cat,2026-08-23 00:29:03,2026-09-18 02:11:34,722,722,False,0,0,0,0,0,True,اینفوگرافیک آموزشی «گربهٔ شرودینگر»,,,گربهٔ شرودینگر یعنی چه؟ چرا یک انتقاد بود نه تأیید، نقش واهمدوسی، و حالت‌های گربه‌ای واقعی در آزمایشگاه‌های امروز.,0,False,red,فاقد بخش منابع | ۵۰۰ تا ۸۹۹ کلمه | فاقد کلیدواژه کانونی | کمتر از ۳ لینک داخلی
302,publish,اثر زنون کوانتومی,quantum-zeno-effect,2026-08-23 00:29:03,2026-09-03 03:47:28,686,686,False,0,0,0,0,0,True,اینفوگرافیک آموزشی «اثر زنون کوانتمی»,,,اثر زنون کوانتومی چیست؟ چرا اندازه‌گیری مکرر یک سیستم را از تغییر بازمی‌دارد، اثر معکوس ضدزنون، و کاربردش در کیوبیت‌ها.,0,False,red,فاقد بخش منابع | ۵۰۰ تا ۸۹۹ کلمه | فاقد کلیدواژه کانونی | کمتر از ۳ لینک داخلی
303,publish,نوسانات خلأ,vacuum-fluctuations,2026-08-23 00:29:03,2026-09-03 03:46:40,787,787,False,0,0,0,0,0,False,,,,نوسانات خلأ چیست؟ چرا هیچ نمی‌تواند واقعاً هیچ باشد، چهار شاهد اندازه‌گیری‌شده، و چرا انرژی رایگان نیست.,0,False,red,فاقد بخش منابع | فاقد تصویر شاخص | ۵۰۰ تا ۸۹۹ کلمه | فاقد کلیدواژه کانونی | کمتر از ۳ لینک داخلی
304,publish,اثر کازیمیر,casimir-effect,2026-08-23 00:29:03,2026-09-03 03:45:44,919,919,False,0,0,0,0,0,True,اینفوگرافیک آموزشی «اثر کازیمیر»,,,اثر کازیمیر چیست و چطور اندازه‌گیری شد؟ چرا خلأ به دو صفحهٔ فلزی نیرو وارد می‌کند، و چرا انرژی رایگان نیست.,0,False,red,فاقد بخش منابع | فاقد کلیدواژه کانونی | کمتر از ۳ لینک داخلی
306,publish,ابرشارگی؛ مایعی که از لیوان بالا می‌رود,superfluidity,2026-08-23 00:29:03,2026-09-03 03:44:31,723,723,False,0,0,0,0,0,True,اینفوگرافیک آموزشی «ابرشارگی؛ مایعی که از لیوان بالا می‌رود»,,,ابرشارگی چیست؟ هلیوم بدون گرانروی، لایهٔ رولین، گردابه‌های کوانتیده، و نقشش در خنک‌سازی کامپیوترهای کوانتومی.,0,False,red,فاقد بخش منابع | ۵۰۰ تا ۸۹۹ کلمه | فاقد کلیدواژه کانونی | کمتر از ۳ لینک داخلی
307,publish,فاجعهٔ فرابنفش,ultraviolet-catastrophe,2026-08-23 01:33:42,2026-09-18 01:58:26,912,912,False,0,0,0,0,0,True,اینفوگرافیک آموزشی «فاجعهٔ فرابنفش»,,,فاجعهٔ فرابنفش چیست و چرا فیزیک کلاسیک را فروریخت؟ از مسئلهٔ جسم سیاه تا راه‌حل پلانک که خودش باورش نداشت.,0,False,red,فاقد بخش منابع | فاقد کلیدواژه کانونی | کمتر از ۳ لینک داخلی
308,publish,مدل اتمی بور,bohr-atomic-model,2026-08-23 01:33:42,2026-09-03 03:53:06,762,762,False,0,0,0,0,0,True,اینفوگرافیک آموزشی «مدل اتمی بور»,,,مدل اتمی بور چیست و چرا غلط است؟ سه فرض جسورانهٔ بور، حل معمای خطوط طیفی، و اینکه چرا هنوز یادش می‌گیریم.,0,False,red,فاقد بخش منابع | ۵۰۰ تا ۸۹۹ کلمه | فاقد کلیدواژه کانونی | کمتر از ۳ لینک داخلی
312,publish,کیوبیت چیست؟ چرا «بیت کوانتومی» یک بیت بهتر نیست؟,qubit,2026-08-23 01:33:42,2026-09-18 02:15:33,1591,1381,True,4,0,0,10,0,True,اینفوگرافیک آموزشی «کیوبیت چیست؟ چرا «بیت کوانتمی» یک بیت بهتر نیست؟»,کیوبیت,کیوبیت چیست؟ توضیح سادهٔ «بیت کوانتومی»,کیوبیت یک «بیت قوی‌تر» نیست؛ یک سامانهٔ دوحالتهٔ کوانتومی است. تفاوت بیت و کیوبیت، برهم‌نهی و آزمایش برتری کوانتومی را ساده توضیح داده‌ایم.,0,False,red,بخش منابع بدون لینک قابل‌کلیک
316,publish,«همه‌چیز انرژی است» — بررسی یک ادعا,everything-is-energy-claim,2026-08-23 01:33:42,2026-09-03 03:52:21,822,822,False,0,0,0,0,0,True,اینفوگرافیک آموزشی ««همه‌چیز انرژی است» — بررسی یک ادعا»,,,آیا «همه‌چیز انرژی است» درست است؟ کجای استدلال می‌شکند، چهار نشانهٔ سوءاستفاده، و یک آزمون سه‌مرحله‌ای برای سنجش هر ادعا.,0,False,red,فاقد بخش منابع | ۵۰۰ تا ۸۹۹ کلمه | فاقد کلیدواژه کانونی | کمتر از ۳ لینک داخلی
320,publish,آنزیم‌ها؛ عبور از دیوار به‌جای پریدن,enzyme-quantum-tunneling,2026-08-23 01:53:18,2026-09-03 03:20:03,878,878,False,0,0,0,0,0,True,اینفوگرافیک آموزشی «آنزیم‌ها؛ عبور از دیوار به‌جای پریدن»,,,تونل‌زنی کوانتومی در آنزیم‌ها چیست؟ اثر ایزوتوپ جنبشی، چرا این مورد مناقشه ندارد، و داروهای دوتریومی.,0,False,red,فاقد بخش منابع | ۵۰۰ تا ۸۹۹ کلمه | فاقد کلیدواژه کانونی | کمتر از ۳ لینک داخلی
3440,draft,ثابت ساختار ریز؛ عددی بی‌بُعد برای قدرت نور و ماده,fine-structure-constant,2026-09-20 19:34:16,2026-09-20 19:34:16,393,258,True,4,4,0,3,4,True,ثابت ساختار ریز,ثابت ساختار ریز,ثابت ساختار ریز چیست؟,ثابت ساختار ریز α قدرت برهم‌کنش الکترومغناطیسی را تعیین می‌کند؛ تعریف، اندازه‌گیری، دویدن کوپلش و راز مقدار آن را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3443,draft,کرومودینامیک کوانتومی؛ چرا کوارک‌ها هرگز تنها دیده نمی‌شوند؟,quantum-chromodynamics,2026-09-20 19:34:16,2026-09-20 19:34:16,353,237,True,4,4,0,3,4,True,کرومودینامیک کوانتومی,کرومودینامیک کوانتومی,کرومودینامیک کوانتومی چیست؟,QCD نظریه نیروی قوی میان کوارک و گلوئون است؛ بار رنگ، آزادی مجانبی، حبس، هادرون‌ها و محاسبات شبکه را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3445,draft,نظریهٔ الکتروضعیف؛ اتحاد نور و واپاشی هسته‌ای,electroweak-theory,2026-09-20 19:34:16,2026-09-20 19:34:16,347,231,True,4,4,0,3,4,True,نظریه الکتروضعیف,نظریهٔ الکتروضعیف,نظریه الکتروضعیف چیست؟,نظریه الکتروضعیف الکترومغناطیس و نیروی ضعیف را در تقارن SU(2)×U(1) متحد می‌کند؛ بوزون‌های W و Z، هیگز و آزمون‌ها را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3482,publish,اثر هال کوانتومی کسری؛ وقتی الکترون‌ها شبه‌ذره می‌سازند,fractional-quantum-hall-effect,2026-08-20 18:18:26,2026-09-20 19:34:15,365,225,True,4,4,0,3,4,True,اثر هال کوانتومی کسری,اثر هال کوانتومی کسری,اثر هال کوانتومی کسری چیست؟,اثر هال کوانتومی کسری در گاز الکترونی دوبعدی و میدان قوی، رسانندگی کسری و شبه‌ذرات آنیونی می‌سازد؛ سازوکار و شواهد را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
3501,publish,میکروسکوپ کوانتومی؛ دیدن نمونه با فوتون کمتر,quantum-microscopy,2026-08-20 18:19:52,2026-09-20 19:34:15,438,288,True,4,4,0,3,4,True,میکروسکوپ کوانتومی و تصویربرداری نمونه,میکروسکوپ کوانتومی,میکروسکوپ کوانتومی چیست؟ روش‌ها و محدودیت‌ها,میکروسکوپ کوانتومی از نور غیرکلاسیک و هم‌بستگی فوتونی برای کاهش نویز یا دوز تابش استفاده می‌کند؛ روش‌ها، کاربردها و محدودیت‌ها را بخوانید.,5,True,red,کمتر از ۵۰۰ کلمه
545,publish,تله پورت کوانتومی چیست؟,quantum-teleportation,2026-09-01 04:03:21,2026-09-18 02:48:34,1731,1686,True,3,0,0,5,0,True,اینفوگرافیک آموزشی «تله پورت کوانتمی چیست؟»,,,تله‌پورت کوانتومی چیست؟ چرا ماده جابه‌جا نمی‌شود، چرا یک کانال کلاسیک لازم است، و آزمایش‌ها تا کجا پیش رفته‌اند.,0,False,red,بخش منابع بدون لینک قابل‌کلیک | فاقد کلیدواژه کانونی
560,publish,آیا فیزیک کلاسیک اشتباه بود؟ نه، محدود بود,is-classical-physics-wrong,2026-09-03 02:46:34,2026-09-03 02:46:35,980,928,True,3,0,0,6,0,True,اینفوگرافیک آموزشی «آیا فیزیک کلاسیک اشتباه بود؟ نه، محدود بود»,,,آیا فیزیک کلاسیک اشتباه بود؟ نه — محدود بود. فرق «غلط بودن» با «محدود بودن»، ماجرای مدار عطارد، و اصل همخوانی.,0,False,red,بخش منابع بدون لینک قابل‌کلیک | فاقد کلیدواژه کانونی
561,publish,آیا فیزیک دانان بر سر معنای اندازه گیری توافق دارند؟,quantum-interpretation-debate,2026-09-03 02:45:45,2026-09-03 02:45:46,962,914,True,3,0,0,6,0,True,اینفوگرافیک آموزشی «آیا فیزیک دانان بر سر معنای اندازه گیری توافق دارند؟»,,,چرا فیزیک‌دان‌ها بر سر معنای اندازه‌گیری توافق ندارند؟ سه تفسیر اصلی، و اینکه اختلاف دقیقاً بر سر چه چیزی نیست.,0,False,red,بخش منابع بدون لینک قابل‌کلیک | فاقد کلیدواژه کانونی
566,publish,آینده شغلی: آیا باید فیزیک کوانتوم یاد بگیریم؟,quantum-career-future-learn,2026-09-01 09:01:13,2026-09-01 09:01:13,828,797,True,2,0,0,5,0,True,اینفوگرافیک آموزشی «آینده شغلی: آیا باید فیزیک کوانتوم یاد بگیریم؟»,,,آیا کوانتوم شغل آینده است؟ چهار مسیر واقعی در این صنعت، و نگاهی صادقانه به وضعیت بازار کار امروز.,0,False,red,بخش منابع بدون لینک قابل‌کلیک | ۵۰۰ تا ۸۹۹ کلمه | فاقد کلیدواژه کانونی
567,publish,اصل عدم قطعیت هایزنبرگ به زبان ساده,heisenberg-uncertainty-principle,2026-09-01 09:01:13,2026-09-03 02:57:03,834,801,True,2,0,0,4,0,True,اینفوگرافیک آموزشی «اصل عدم قطعیت هایزنبرگ به زبان ساده»,,,اصل عدم قطعیت هایزنبرگ یعنی چه؟ چرا محدودیت ابزار نیست بلکه ویژگی خود طبیعت است، و چرا در زندگی روزمره اثری ندارد.,0,False,red,بخش منابع بدون لینک قابل‌کلیک | ۵۰۰ تا ۸۹۹ کلمه | فاقد کلیدواژه کانونی
570,publish,برهم نهی یعنی چه، و چرا اشیای بزرگ برهم نهی نمی شوند,why-large-objects-dont-superpose,2026-09-03 02:48:36,2026-09-03 02:48:36,861,830,True,2,0,0,3,0,False,,,,چرا اشیای بزرگ برهم‌نهی نمی‌شوند؟ دو دلیل اصلی: کوچک شدن موج با جرم، و شسته شدن برهم‌نهی توسط شلوغی محیط.,0,False,red,بخش منابع بدون لینک قابل‌کلیک | فاقد تصویر شاخص | ۵۰۰ تا ۸۹۹ کلمه | فاقد کلیدواژه کانونی
