همه ایرادات qpedia.ir — 2026-09-21 — 1725 مورد — قابل کپی
فرمت: [severity] code | slug | title | location | evidence | fix
[med] C08 | quantum-superposition | ارجاع خارجی کمتر از ۳ | loc:بدنه | ev:فقط 0 لینک خارجی یکتا | fix:حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
[med] C08 | quantum-supremacy | ارجاع خارجی کمتر از ۳ | loc:بدنه | ev:فقط 2 لینک خارجی یکتا | fix:حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
[med] C08 | quantum-teleportation | ارجاع خارجی کمتر از ۳ | loc:بدنه | ev:فقط 0 لینک خارجی یکتا | fix:حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
[med] C08 | quantum-tunneling | ارجاع خارجی کمتر از ۳ | loc:بدنه | ev:فقط 0 لینک خارجی یکتا | fix:حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
[med] C08 | quantum-understanding-achievement | ارجاع خارجی کمتر از ۳ | loc:بدنه | ev:فقط 0 لینک خارجی یکتا | fix:حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
[med] C08 | quantum-zeno-effect | ارجاع خارجی کمتر از ۳ | loc:بدنه | ev:فقط 0 لینک خارجی یکتا | fix:حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
[med] C08 | quark | ارجاع خارجی کمتر از ۳ | loc:بدنه | ev:فقط 1 لینک خارجی یکتا | fix:حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
[med] C08 | qubit | ارجاع خارجی کمتر از ۳ | loc:بدنه | ev:فقط 0 لینک خارجی یکتا | fix:حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
[med] C08 | scanning-tunneling-microscope | ارجاع خارجی کمتر از ۳ | loc:بدنه | ev:فقط 1 لینک خارجی یکتا | fix:حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
[med] C08 | schrodinger-cat | ارجاع خارجی کمتر از ۳ | loc:بدنه | ev:فقط 0 لینک خارجی یکتا | fix:حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
[med] C08 | shor-algorithm | ارجاع خارجی کمتر از ۳ | loc:بدنه | ev:فقط 2 لینک خارجی یکتا | fix:حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
[med] C08 | solvay-conference-1927 | ارجاع خارجی کمتر از ۳ | loc:بدنه | ev:فقط 1 لینک خارجی یکتا | fix:حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
[med] C08 | spot-pseudoscience-one-sentence | ارجاع خارجی کمتر از ۳ | loc:بدنه | ev:فقط 0 لینک خارجی یکتا | fix:حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
[med] C08 | standard-model | ارجاع خارجی کمتر از ۳ | loc:بدنه | ev:فقط 1 لینک خارجی یکتا | fix:حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
[med] C08 | stellar-fusion | ارجاع خارجی کمتر از ۳ | loc:بدنه | ev:فقط 1 لینک خارجی یکتا | fix:حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
[med] C08 | stern-gerlach-experiment | ارجاع خارجی کمتر از ۳ | loc:بدنه | ev:فقط 1 لینک خارجی یکتا | fix:حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
[med] C08 | stimulated-emission | ارجاع خارجی کمتر از ۳ | loc:بدنه | ev:فقط 1 لینک خارجی یکتا | fix:حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
[med] C08 | superconductivity | ارجاع خارجی کمتر از ۳ | loc:بدنه | ev:فقط 0 لینک خارجی یکتا | fix:حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
[med] C08 | superfluidity | ارجاع خارجی کمتر از ۳ | loc:بدنه | ev:فقط 0 لینک خارجی یکتا | fix:حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
[med] C08 | superposition-explained | ارجاع خارجی کمتر از ۳ | loc:بدنه | ev:فقط 0 لینک خارجی یکتا | fix:حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
[med] C08 | transistor-quantum | ارجاع خارجی کمتر از ۳ | loc:بدنه | ev:فقط 0 لینک خارجی یکتا | fix:حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
[med] C08 | ultraviolet-catastrophe | ارجاع خارجی کمتر از ۳ | loc:بدنه | ev:فقط 0 لینک خارجی یکتا | fix:حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
[med] C08 | vacuum-fluctuations | ارجاع خارجی کمتر از ۳ | loc:بدنه | ev:فقط 0 لینک خارجی یکتا | fix:حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
[med] C08 | virtual-particles | ارجاع خارجی کمتر از ۳ | loc:بدنه | ev:فقط 1 لینک خارجی یکتا | fix:حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
[med] C08 | wave-function | ارجاع خارجی کمتر از ۳ | loc:بدنه | ev:فقط 0 لینک خارجی یکتا | fix:حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
[med] C08 | wave-particle-duality | ارجاع خارجی کمتر از ۳ | loc:بدنه | ev:فقط 0 لینک خارجی یکتا | fix:حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
[med] C08 | why-large-objects-dont-superpose | ارجاع خارجی کمتر از ۳ | loc:بدنه | ev:فقط 0 لینک خارجی یکتا | fix:حداقل ۳ لینک معتبر خارجی (DOI/دانشگاه/مرجع علمی) بدهید
[med] I07 | quantum-documentaries | اشارهٔ شاخص به پیوست ناموجود | loc:_thumbnail_id | ev:id=2598 در هیچ خروجی یافت نشد | fix:تصویر شاخص را دوباره تنظیم کنید
[med] I07 | quantum-physics-in-movies-ant-man | اشارهٔ شاخص به پیوست ناموجود | loc:_thumbnail_id | ev:id=2582 در هیچ خروجی یافت نشد | fix:تصویر شاخص را دوباره تنظیم کنید
[med] K01 | simon-algorithm | کلیدواژه کانونی (Focus Keyword) ثبت نشده | loc:rank_math_focus_keyword / _yoast_wpseo_focuskw | ev: | fix:در Rank Math برای مقاله کلیدواژه کانونی تعریف کنید
[med] K02 | aharonov-bohm-effect | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«اثر آهارونوف-بوهم فاز بدون میدان» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | atomic-clock-gps | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«ساعت اتمی جی پی اس» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | attosecond-nobel-2023 | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«نوبل فیزیک ۲۰۲۳ عکاسی حرکت» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | bb84-protocol | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«پروتکل BB84 قفل فوتون نه» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | bell-experiments | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«آزمایش های بل درهم تنیدگی» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | bitcoin-quantum-threat | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«کامپیوتر کوانتومی بیت کوین نابود» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | black-hole-information-paradox | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«پارادوکس اطلاعات سیاه چاله معمای» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | bohr-complementarity | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«نیلز بور اصل تکمیل یک» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | born-probability | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«ماکس بورن تفسیر احتمالاتی مربع» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | brain-quantum-phenomena | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«مغز انسان پدیده های کوانتومی» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | coin-vs-dice-quantum-uncertainty | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«تمثیل تاس مقابل تمثیل سکه» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | continuous-variable-teleportation | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«تله پورت پیوسته موج نور» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | crystal-healing-debunked | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«کریستال درمانی سنگ شفا نمی» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | dark-energy-quantum | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«انرژی تاریک کوانتومی» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | decoherence | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«واهمدوسی (Decoherence) گربه ای نمی» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | determinism-vs-probability | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«تفاوت جبرگرایی کلاسیک احتمال کوانتومی» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | dna-repair-enzymes | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«آنزیم های ترمیم DNA جهش» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | does-ai-use-quantum | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«هوش مصنوعی کوانتوم استفاده می» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | does-quantum-prove-god | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«کوانتوم ثابت می خدا وجود» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | double-slit-experiment | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«آزمایش دو شکاف معروف ترین» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | einstein-bohr-debate | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«نبرد اینشتین بور بر سر» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | einstein-photoelectric-effect | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«اینشتین اثر فوتوالکتریک (نه فقط» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | einstein-schrodinger-reality | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«اینشتین شرودینگر دو دوست کوانتوم» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | electron | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«الکترون ویژگی ها، نقش اتم» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | energy-levels | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«ترازهای انرژی کوانتش» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | entanglement-myths | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«درهم تنیدگی اطلاعات سریع تر» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | entanglement-quantum-computers | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«درهم تنیدگی کامپیوترهای کوانتومی امروزی» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | enzyme-quantum-tunneling | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«آنزیم ها عبور دیوار جای» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | everything-is-energy-claim | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«همه چیز انرژی — بررسی» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | feynman-quantum-explainer | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«فاینمن نابغه ای کوانتوم ساده» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | fiber-optics | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«فیبر نوری کار می» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | gluon-w-z-bosons | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«گلوئون بوزون W Z چسب» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | grw-collapse | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«تفسیر GRW فروپاشی خودبه خودی» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | heisenberg-ww2 | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«هایزنبرگ نابغه ای جنگ او» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | hhl-algorithm | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«الگوریتم HHL حل معادله قید» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | holographic-principle | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«اصل هولوگرافیک جهان ما یک» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | human-teleportation | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«تله پورت انسان نظر علمی» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | ibm-condor-processor | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«پردازندهٔ IBM Condor هزار کیوبیت» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | is-classical-physics-wrong | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«فیزیک کلاسیک اشتباه نه، محدود» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | is-many-worlds-real | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«کوانتوم چندجهانی واقعی» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | josephson-junction | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«پیوند جوزفسون قلب تپندهٔ کامپیوتر» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | lamb-shift | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«شکاف لمب دو تراز نباید» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | law-of-attraction-quantum | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«قانون جذب کوانتوم کجای استدلال» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | majorana-topological | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«مایکروسافت کیوبیت های توپولوژیک مایورانا» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | measurement-based-quantum-computing | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«محاسبه اندازه گیری کامپیوتر یک» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | mitochondria-proton-tunneling | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«تونل زنی میتوکندری الکترون پروتون» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | moore-law-quantum-limit | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«پایان قانون مور ترانزیستورها دیوار» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | mri-quantum | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«ام آرآی (MRI) کار می» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | muon-and-tau | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«میون تاو پسرعموهای سنگین الکترون» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | nisq-era | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«دوران NISQ محدودیت های رایانه» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | nobel-physics-2012 | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«نوبل فیزیک ۲۰۱۲ یک ذره» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | nobel-physics-2022 | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«نوبل فیزیک ۲۰۲۲ درهم تنیدگی» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | nobel-physics-2025 | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«نوبل فیزیک ۲۰۲۵ وقتی یک» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | objective-collapse | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«فروپاشی عینی گربه بدون ناظر» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | observer | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«ناظر کوانتوم» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | pauli-exclusion | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«پاولی اصل طرد دو الکترون» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | pauli-exclusion-principle | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«اصل طرد پاولی دقیقاً می» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | pet-scan-antimatter | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«پادماده پزشکی اسکن پت چطور» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | planck-constant | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«ثابت پلانک کوچک ترین واحد» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | post-quantum-cryptography | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«رمزنگاری پساکوانتومی قفل های تازهٔ» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | proton-neutron-quark-structure | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«پروتون ساخته شده کوارک کافی» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | q-day | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«روز کیو واقعاً کِی می» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | qbism | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«کیوبیسم احتمال مال شماست نه» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-ai-marketing-hype | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«هوش مصنوعی کوانتومی بیشترش برچسب» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-alternative-medicine-science | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«کوانتوم پزشکی» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-analogy-exercise-boundary | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«تمرین ذهنی خودتان یک تمثیل» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-annealing-dwave | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«آنیلینگ کوانتومی هزار کیوبیت هزار» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-battery | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«باتری کوانتومی بزرگ تر سریع» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-career-future-learn | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«آینده شغلی باید فیزیک کوانتوم» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-cell-signaling | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«پیام‌رسانی سلولی کوانتومی» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-century-2025 | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«صد سالگی کوانتوم جزیرهٔ هلگولاند» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-chemistry | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«شیمی کوانتومی دستتان دیوار رد» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-chemistry-drug-discovery | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«شیمی محاسباتی کوانتومی کشف دارو» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-classical-boundary | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«کوانتوم زندگی روزمره حس نمی» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-computer-reality | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«کامپیوتر کوانتومی واقعیت فاصله دارد» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-cryptography-internet-security | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«رمزنگاری کوانتومی آیندهٔ امنیت اینترنت» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-darwinism | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«داروینیسم کوانتومی همه یک واقعیت» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-documentaries | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«بهترین مستندهای فیزیک کوانتوم باید» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-dots-displays | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«نقطهٔ کوانتومی کوانتومی تلویزیون شماست» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-entanglement-explained | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«درهم تنیدگی کوانتومی اثر شبح» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-eraser | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«پاک کن کوانتومی آینده بر» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-fivefold-mental-map | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«نقشهٔ ذهنی پنج گانه فهم» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-fluctuations-cosmos | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«افت وخیز کوانتومی چطور کهکشان» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-free-will | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«کوانتوم ارادهٔ آزاد آینده قبل» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-gravity | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«گرانش کوانتومی بزرگ ترین چالش» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-healing-debunked | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«شفای کوانتومی ادعا شبه علم» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-hype-bubble | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«حباب هیجان کوانتومی چقدرش واقعی» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-illumination | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«تابش کوانتومی» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-immortality | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«جاودانگی کوانتومی کجای استدلال می» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-internet-satellite | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«اینترنت کوانتومی فضایی ماجرای ماهوارهٔ» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-learning-resources | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«منابع معتبر فارسی انگلیسی یادگیری» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-machine-learning | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«یادگیری ماشین کوانتومی وعده ها» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-measurement | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«اندازه گیری فروپاشی کوانتوم بزرگ» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-navigation | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«ناوبری کوانتومی مسیریابی بدون ماهواره» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-physics-in-movies-ant-man | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«فیزیک کوانتوم فیلم مرد مورچه» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-physics-vs-quantum-mechanics | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«تفاوت فیزیک کوانتوم مکانیک کوانتومی» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-radar | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«رادار کوانتومی جنگندهٔ رادارگریز می» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-random-number-generator | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«عدد تصادفی کوانتومی تنها تصادف» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-repeater | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«ریپیتر کوانتومی چاپارخانهٔ درهم تنیدگی» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-sensors | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«حسگرهای کوانتومی آیندهٔ دقت اندازه» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
[med] K02 | quantum-smell | کلیدواژه کانونی در عنوان نیست | loc:post_title | ev:kw=«حس بویایی شکل ارتعاش» | fix:کلیدواژه را به‌طور طبیعی در عنوان بیاورید
