post_id,slug,url,status,title,title_len,meta_len,focus_kw,words,sentences,paragraphs,reading_time_min,h2_count,h3_count,has_sources_head,has_faq,has_summary,has_misconception,has_lead,img_total,img_missing_alt,img_empty_alt,img_bad_name,featured_set,featured_alt,featured_w,featured_h,internal_unique,external_unique,broken_n,draft_targets_n,authority_hits,inbound,schema,pubDate,post_date,post_modified,score_A,score_B,score_C,score_D,score_E,score_F,score_G,score_total,grade,issue_n,issue_high,issue_weight,fix_priority
2744,mitochondria-proton-tunneling,https://qpedia.ir/mitochondria-proton-tunneling/,publish,تونل زنی در میتوکندری؛ الکترون یا پروتون؟,41,151,تونل زنی میتوکندری الکترون پروتون,1357,131,30,6.8,7,0,True,True,False,False,False,0,0,0,0,True,True,1671,941,4,5,1,0,4,0,False,"Mon, 14 Sep 2026 16:30:35 +0000",2026-09-14 20:00:35,2026-09-18 02:26:29,16,5,22,15,12,6,0,76,yellow,8,1,18,45.6
307,ultraviolet-catastrophe,https://qpedia.ir/ultraviolet-catastrophe/,publish,فاجعهٔ فرابنفش,14,106,فاجعهٔ فرابنفش,909,73,32,4.5,7,6,False,False,True,False,True,0,0,0,0,True,True,1671,941,0,0,0,0,0,3,False,"Sat, 22 Aug 2026 22:03:42 +0000",2026-08-23 01:33:42,2026-09-18 01:58:26,15,8,16,15,8,8,4,74,yellow,7,0,15,45.5
2503,quantum-documentaries,https://qpedia.ir/quantum-documentaries/,publish,بهترین مستندهای فیزیک کوانتوم که باید ببینید,44,121,بهترین مستندهای فیزیک کوانتوم باید,976,69,17,4.9,7,5,True,True,True,False,False,0,0,0,0,True,False,0,0,11,3,0,0,2,0,False,"Sat, 05 Sep 2026 19:55:55 +0000",2026-09-05 23:25:55,2026-09-05 23:25:55,16,5,22,7,16,6,2,74,yellow,7,0,15,45.5
2534,quantum-navigation,https://qpedia.ir/quantum-navigation/,publish,ناوبری کوانتومی؛ مسیریابی بدون ماهواره,38,91,ناوبری کوانتومی مسیریابی بدون ماهواره,1028,79,30,5.1,8,0,True,True,False,False,False,0,0,0,0,True,True,1672,941,7,4,0,0,4,0,False,"Sat, 05 Sep 2026 23:15:33 +0000",2026-09-06 02:45:33,2026-09-18 02:09:09,13,5,20,15,16,6,0,75,yellow,8,0,16,45.0
2504,quantum-physics-in-movies-ant-man,https://qpedia.ir/quantum-physics-in-movies-ant-man/,publish,فیزیک کوانتوم در فیلم مرد مورچه ای؛ واقعیت یا تخیل؟,51,116,فیزیک کوانتوم فیلم مرد مورچه,1345,84,21,6.7,8,3,True,True,False,False,False,0,0,0,0,True,False,0,0,6,4,0,0,4,1,False,"Sat, 05 Sep 2026 19:55:55 +0000",2026-09-05 23:25:55,2026-09-05 23:25:55,15,5,22,7,16,8,0,73,yellow,7,0,13,44.5
2832,heisenberg-ww2,https://qpedia.ir/heisenberg-ww2/,publish,هایزنبرگ؛ نابغه ای که جنگ او را به دو نیم کرد,45,156,هایزنبرگ نابغه ای جنگ او,1621,78,19,8.1,9,0,True,True,False,False,False,1,0,0,0,True,True,1670,942,2,4,0,0,1,0,False,"Tue, 15 Sep 2026 02:02:33 +0000",2026-09-15 05:32:33,2026-09-19 04:24:57,16,5,22,14,13,6,0,76,yellow,9,0,17,44.4
2226,quantum-number,https://qpedia.ir/quantum-number/,publish,عدد کوانتومی چیست؟,18,156,عدد کوانتومی,699,44,16,3.5,7,4,True,True,True,False,False,0,0,0,0,False,False,0,0,6,2,0,0,2,2,False,"Thu, 03 Sep 2026 15:55:19 +0000",2026-09-03 19:25:19,2026-09-03 19:25:20,16,9,18,7,14,8,2,74,yellow,6,1,14,44.2
2851,quantum-realism,https://qpedia.ir/quantum-realism/,publish,رئالیسم کوانتومی,16,158,رئالیسم کوانتومی,1686,81,0,8.4,0,2,True,False,False,False,False,3,0,0,0,True,True,1670,942,0,5,0,0,5,3,False,"Tue, 15 Sep 2026 02:10:06 +0000",2026-09-15 05:40:06,2026-09-19 04:19:03,16,9,16,14,11,8,0,74,yellow,10,0,14,44.2
3360,soliton,https://qpedia.ir/soliton/,publish,سالیتون؛ موجی که پس از برخورد شکل خود را حفظ می‌کند,51,134,سالیتون,388,32,17,1.9,8,0,True,True,True,False,False,0,0,0,0,True,True,1200,675,2,4,1,0,3,0,True,"Mon, 21 Sep 2026 05:44:54 +0000",2026-09-21 09:14:54,2026-09-21 09:14:54,18,10,18,15,9,6,2,78,yellow,6,2,20,44.0
2498,quantum-thermodynamics,https://qpedia.ir/quantum-thermodynamics/,publish,ترمودینامیک کوانتومی؛ موتوری به اندازهٔ یک اتم,46,115,ترمودینامیک کوانتومی موتوری اندازهٔ یک,1070,78,26,5.3,8,0,True,True,False,False,False,0,0,0,0,True,True,1670,942,3,3,1,0,3,7,False,"Sat, 05 Sep 2026 19:35:17 +0000",2026-09-05 23:05:17,2026-09-05 23:05:17,15,5,20,15,12,8,0,75,yellow,7,1,15,43.8
3358,quantum-droplet,https://qpedia.ir/quantum-droplet/,publish,قطرهٔ کوانتومی؛ مایعی رقیق که نوسان‌ها آن را نگه می‌دارند,57,138,قطرهٔ کوانتومی,389,32,17,1.9,8,0,True,True,True,False,False,0,0,0,0,True,True,1200,675,2,4,1,0,4,1,True,"Mon, 21 Sep 2026 05:44:54 +0000",2026-09-21 09:14:54,2026-09-21 09:14:54,18,7,18,15,9,8,2,77,yellow,6,2,18,43.7
3383,quantum-bounce,https://qpedia.ir/quantum-bounce/,publish,جهش کوانتومی کیهان؛ آیا پیش از مهبانگ مرحله‌ای دیگر وجود داشت؟,62,127,جهش کوانتومی کیهان,396,33,17,2.0,8,0,True,True,True,False,False,0,0,0,0,True,True,1200,675,2,4,1,0,4,1,True,"Mon, 21 Sep 2026 05:44:54 +0000",2026-09-21 09:14:54,2026-09-21 09:14:54,18,7,18,15,9,8,2,77,yellow,6,2,18,43.7
2870,quantum-chemistry-drug-discovery,https://qpedia.ir/quantum-chemistry-drug-discovery/,publish,شیمی محاسباتی کوانتومی و کشف دارو,33,158,شیمی محاسباتی کوانتومی کشف دارو,2268,121,24,11.3,7,2,True,False,True,False,False,3,0,0,0,True,True,1672,941,0,9,0,0,9,0,False,"Tue, 15 Sep 2026 01:55:23 +0000",2026-09-15 05:25:23,2026-09-19 04:26:37,16,5,24,14,11,6,2,78,yellow,11,0,19,42.9
3373,dark-energy-quantum,https://qpedia.ir/dark-energy-quantum/,publish,انرژی تاریک و جهان کوانتومی؛ بحران کوچک‌ترین چگالی بزرگ فیزیک,61,130,انرژی تاریک کوانتومی,396,34,17,2.0,8,0,True,True,True,False,False,0,0,0,0,True,True,1200,675,2,4,0,0,4,0,True,"Sun, 20 Sep 2026 19:30:16 +0000",2026-09-20 23:00:16,2026-09-20 23:00:16,18,7,18,15,11,6,2,77,yellow,7,1,17,42.6
3352,nanowire,https://qpedia.ir/nanowire/,publish,نانوسیم؛ وقتی سطح و کوانتش بر رسانش چیره می‌شوند,48,117,نانوسیم,357,30,17,1.8,8,0,True,True,True,False,False,0,0,0,0,True,True,1200,675,2,4,1,0,4,0,True,"Mon, 21 Sep 2026 05:44:54 +0000",2026-09-21 09:14:54,2026-09-21 09:14:54,17,10,18,15,9,6,2,77,yellow,5,2,17,42.6
2862,quantum-memory,https://qpedia.ir/quantum-memory/,publish,حافظه کوانتومی,14,158,حافظه کوانتومی,2278,108,0,11.4,5,2,True,False,False,False,False,1,0,0,0,True,True,1672,941,0,7,0,0,7,0,False,"Tue, 15 Sep 2026 02:07:24 +0000",2026-09-15 05:37:24,2026-09-19 04:23:40,16,7,22,14,11,6,0,76,yellow,9,0,15,42.0
2866,majorana-topological,https://qpedia.ir/majorana-topological/,publish,مایکروسافت و کیوبیت های توپولوژیک مایورانا,42,156,مایکروسافت کیوبیت های توپولوژیک مایورانا,2610,121,0,13.1,6,2,True,False,False,False,False,2,0,0,0,True,True,1670,942,0,6,0,0,6,1,False,"Tue, 15 Sep 2026 02:09:06 +0000",2026-09-15 05:39:06,2026-09-19 04:19:29,16,5,22,14,11,8,0,76,yellow,9,0,15,42.0
310,copenhagen-interpretation,https://qpedia.ir/copenhagen-interpretation/,publish,تفسیر کپنهاگی,13,107,تفسیر کپنهاگی,716,62,26,3.6,7,6,False,False,True,False,True,0,0,0,0,True,True,1672,941,0,0,0,0,0,10,False,"Wed, 02 Sep 2026 23:51:45 +0000",2026-09-03 03:21:45,2026-09-03 03:21:56,15,10,14,15,8,8,4,74,yellow,6,0,12,41.6
2092,feynman-quantum-explainer,https://qpedia.ir/feynman-quantum-explainer/,publish,فاینمن: نابغه‌ای که کوانتوم را ساده توضیح می‌داد,48,107,فاینمن نابغه ای کوانتوم ساده,816,46,0,4.1,8,0,True,True,False,False,False,0,0,0,0,True,True,1670,942,4,3,0,0,1,0,False,"Wed, 02 Sep 2026 17:36:29 +0000",2026-09-02 21:06:29,2026-09-03 02:28:31,15,5,18,15,16,6,0,75,yellow,7,0,13,41.2
2091,schrodinger-life-equation,https://qpedia.ir/schrodinger-life-equation/,publish,شرودینگر: زندگی، معادله و گربه‌ای که هرگز نداشت,47,116,شرودینگر زندگی، معادله گربه ای,726,41,0,3.6,7,0,True,True,False,False,False,0,0,0,0,True,True,1670,941,3,3,0,0,2,0,False,"Wed, 02 Sep 2026 23:13:49 +0000",2026-09-03 02:43:49,2026-09-03 02:43:50,15,5,18,15,16,6,0,75,yellow,7,0,13,41.2
3371,wimp,https://qpedia.ir/wimp/,publish,ویمپ؛ نامزد مشهور مادهٔ تاریک که هنوز پنهان مانده است,53,123,ویمپ,377,33,17,1.9,8,0,True,True,True,False,False,0,0,0,0,True,True,1200,675,2,4,1,0,4,0,True,"Sun, 20 Sep 2026 19:30:01 +0000",2026-09-20 23:00:01,2026-09-20 23:00:01,18,10,18,15,9,6,2,78,yellow,5,2,17,40.7
3334,slow-light,https://qpedia.ir/slow-light/,publish,نور کند؛ کنترل سرعت گروهی بدون کندشدن ثابت بنیادی نور,53,122,نور کند,398,33,17,2.0,8,0,True,True,True,False,False,0,0,0,0,True,True,1200,675,2,4,1,0,4,0,True,"Mon, 21 Sep 2026 05:44:54 +0000",2026-09-21 09:14:54,2026-09-21 09:14:54,18,10,18,15,9,6,2,78,yellow,5,2,17,40.7
3338,quantum-secure-direct-communication,https://qpedia.ir/quantum-secure-direct-communication/,publish,ارتباط مستقیم امن کوانتومی؛ ارسال پیام بدون تولید کلید جداگانه,62,139,ارتباط مستقیم امن کوانتومی,392,29,17,2.0,8,0,True,True,True,False,False,0,0,0,0,True,True,1200,675,2,4,1,0,4,0,True,"Mon, 21 Sep 2026 05:44:54 +0000",2026-09-21 09:14:54,2026-09-21 09:14:54,18,10,18,15,9,6,2,78,yellow,5,2,17,40.7
3350,quantum-dimer,https://qpedia.ir/quantum-dimer/,publish,دیمر کوانتومی؛ مدل پیوندهای تشدیدکننده در مادهٔ کوانتومی,56,138,دیمر کوانتومی,376,28,17,1.9,8,0,True,True,True,False,False,0,0,0,0,True,True,1200,675,2,4,1,0,4,0,True,"Mon, 21 Sep 2026 05:44:54 +0000",2026-09-21 09:14:54,2026-09-21 09:14:54,18,10,18,15,9,6,2,78,yellow,5,2,17,40.7
2761,transactional-interpretation,https://qpedia.ir/transactional-interpretation/,publish,تفسیر تراکنشی,13,156,تفسیر تراکنشی,1196,53,16,6.0,0,2,True,False,False,False,False,1,0,0,0,True,True,1200,675,0,3,0,0,3,3,False,"Mon, 14 Sep 2026 16:30:35 +0000",2026-09-14 20:00:35,2026-09-18 02:29:46,16,9,14,16,11,8,0,74,yellow,7,0,11,40.3
2524,quantum-century-2025,https://qpedia.ir/quantum-century-2025/,publish,صد سالگی کوانتوم؛ از جزیرهٔ هلگولاند تا امروز,45,108,صد سالگی کوانتوم جزیرهٔ هلگولاند,1304,97,35,6.5,9,0,True,True,False,False,False,0,0,0,0,True,True,1672,941,22,6,1,0,5,1,False,"Sat, 05 Sep 2026 22:02:27 +0000",2026-09-06 01:32:27,2026-09-18 02:00:56,15,5,22,15,12,8,0,77,yellow,7,1,15,40.2
2755,measurement-based-quantum-computing,https://qpedia.ir/measurement-based-quantum-computing/,publish,محاسبه با اندازه گیری؛ کامپیوتر یک طرفه,39,158,محاسبه اندازه گیری کامپیوتر یک,890,90,21,4.5,6,0,True,True,False,False,False,0,0,0,0,True,True,1200,675,7,3,0,0,3,0,False,"Mon, 14 Sep 2026 16:30:35 +0000",2026-09-14 20:00:35,2026-09-14 20:00:35,16,5,18,15,16,6,0,76,yellow,7,0,13,39.6
2756,hhl-algorithm,https://qpedia.ir/hhl-algorithm/,publish,الگوریتم HHL؛ حل معادله با قید ریز چاپ,38,154,الگوریتم HHL حل معادله قید,897,83,21,4.5,6,0,True,True,False,False,False,0,0,0,0,True,True,1200,675,7,3,0,0,3,0,False,"Mon, 14 Sep 2026 16:30:35 +0000",2026-09-14 20:00:35,2026-09-14 20:00:35,16,5,18,15,16,6,0,76,yellow,7,0,13,39.6
2760,continuous-variable-teleportation,https://qpedia.ir/continuous-variable-teleportation/,publish,تله پورت پیوسته؛ موج نور نه فقط کیوبیت,38,157,تله پورت پیوسته موج نور,878,90,21,4.4,6,0,True,True,False,False,False,0,0,0,0,True,True,1671,941,7,3,0,0,3,0,False,"Wed, 09 Sep 2026 14:33:03 +0000",2026-09-09 18:03:03,2026-09-19 04:36:20,16,5,18,15,16,6,0,76,yellow,7,0,13,39.6
2762,qbism,https://qpedia.ir/qbism/,publish,کیوبیسم؛ احتمال مال شماست نه مال جهان,37,158,کیوبیسم احتمال مال شماست نه,874,93,22,4.4,6,0,True,True,False,False,False,0,0,0,0,True,True,1200,675,10,3,0,0,3,0,False,"Mon, 14 Sep 2026 16:30:35 +0000",2026-09-14 20:00:35,2026-09-14 20:00:35,16,5,18,15,16,6,0,76,yellow,7,0,13,39.6
2763,objective-collapse,https://qpedia.ir/objective-collapse/,publish,فروپاشی عینی؛ گربه بدون ناظر می میرد,36,158,فروپاشی عینی گربه بدون ناظر,894,90,21,4.5,6,0,True,True,False,False,False,0,0,0,0,True,True,1200,675,10,3,0,0,3,0,False,"Mon, 14 Sep 2026 16:30:35 +0000",2026-09-14 20:00:35,2026-09-14 20:00:35,16,5,18,15,16,6,0,76,yellow,7,0,13,39.6
3362,quantum-pigeonhole,https://qpedia.ir/quantum-pigeonhole/,publish,اصل لانه‌کبوتری کوانتومی؛ آیا سه ذره می‌توانند بدون هم‌خانه‌شدن در دو جعبه باشند؟,81,124,اصل لانه‌کبوتری کوانتومی,392,30,17,2.0,8,0,True,True,True,False,False,0,0,0,0,True,True,1200,675,3,4,0,0,4,0,True,"Sun, 20 Sep 2026 23:21:11 +0000",2026-09-21 02:51:11,2026-09-21 02:51:11,14,7,18,15,16,6,2,78,yellow,6,1,16,39.6
561,quantum-interpretation-debate,https://qpedia.ir/quantum-interpretation-debate/,publish,آیا فیزیک دانان بر سر معنای اندازه گیری توافق دارند؟,52,111,فیزیک دانان بر سر معنای,958,56,15,4.8,7,0,True,True,False,False,False,0,0,0,0,True,True,1672,941,6,0,0,0,0,11,False,"Wed, 02 Sep 2026 23:15:45 +0000",2026-09-03 02:45:45,2026-09-03 02:45:46,15,7,16,15,13,8,0,74,yellow,6,0,10,39.0
297,double-slit-experiment,https://qpedia.ir/double-slit-experiment/,publish,آزمایش دو شکاف؛ معروف‌ترین آزمایش فیزیک، که هنوز هم درک کاملش سخت است,69,115,آزمایش دو شکاف معروف ترین,1092,85,22,5.5,11,4,True,False,True,True,True,1,0,0,0,True,True,1671,941,9,0,0,0,0,29,False,"Sat, 22 Aug 2026 20:59:03 +0000",2026-08-23 00:29:03,2026-09-18 02:13:45,14,5,16,16,13,8,6,78,yellow,7,0,15,38.5
298,quantum-entanglement-explained,https://qpedia.ir/quantum-entanglement-explained/,publish,درهم‌تنیدگی کوانتومی؛ «اثر شبح‌وار» که واقعی است، اما پیام نمی‌فرستد,68,112,درهم تنیدگی کوانتومی اثر شبح,1118,73,23,5.6,11,4,True,False,True,True,True,1,0,0,0,True,True,1672,941,6,0,0,0,0,41,False,"Sat, 22 Aug 2026 20:59:03 +0000",2026-08-23 00:29:03,2026-09-18 02:12:57,14,5,16,16,13,8,6,78,yellow,7,0,15,38.5
2086,quantum-fivefold-mental-map,https://qpedia.ir/quantum-fivefold-mental-map/,publish,نقشهٔ ذهنی پنج‌گانه برای فهم درست کوانتوم,41,118,نقشهٔ ذهنی پنج گانه فهم,1073,60,0,5.4,8,0,True,True,False,False,False,0,0,0,0,True,True,1672,940,6,3,0,0,1,0,False,"Wed, 02 Sep 2026 23:10:17 +0000",2026-09-03 02:40:17,2026-09-03 02:40:18,15,5,20,15,16,6,0,77,yellow,7,0,13,37.9
509,pauli-exclusion-principle,https://qpedia.ir/pauli-exclusion-principle/,publish,اصل طرد پاولی دقیقاً چه می‌گوید؟ به زبان ساده,45,123,اصل طرد پاولی دقیقاً می,828,47,18,4.1,10,0,True,False,True,False,False,0,0,0,0,True,True,1672,941,2,3,0,0,2,8,False,"Wed, 02 Sep 2026 23:45:23 +0000",2026-09-03 03:15:23,2026-09-03 03:15:24,16,5,18,15,13,8,2,77,yellow,7,0,13,37.9
2489,attosecond-nobel-2023,https://qpedia.ir/attosecond-nobel-2023/,publish,نوبل فیزیک ۲۰۲۳؛ عکاسی از حرکت الکترون,38,115,نوبل فیزیک ۲۰۲۳ عکاسی حرکت,969,73,28,4.8,8,0,True,True,False,False,False,0,0,0,0,True,True,1672,941,3,3,0,0,2,0,False,"Sat, 05 Sep 2026 19:35:17 +0000",2026-09-05 23:05:17,2026-09-05 23:05:17,15,5,20,15,16,6,0,77,yellow,7,0,13,37.9
2492,quantum-battery,https://qpedia.ir/quantum-battery/,publish,باتری کوانتومی؛ چرا بزرگ تر یعنی سریع تر؟,41,111,باتری کوانتومی بزرگ تر سریع,1134,82,27,5.7,8,0,True,True,False,False,False,0,0,0,0,True,True,1670,942,5,3,0,0,3,0,False,"Sat, 05 Sep 2026 19:35:17 +0000",2026-09-05 23:05:17,2026-09-18 02:05:02,15,5,20,15,16,6,0,77,yellow,7,0,13,37.9
2493,quantum-fluctuations-cosmos,https://qpedia.ir/quantum-fluctuations-cosmos/,publish,افت وخیز کوانتومی؛ چطور کهکشان ها متولد شدند؟,45,118,افت وخیز کوانتومی چطور کهکشان,1031,69,28,5.2,8,0,True,True,False,False,False,0,0,0,0,True,True,1670,942,4,3,0,0,3,0,False,"Sat, 05 Sep 2026 19:35:17 +0000",2026-09-05 23:05:17,2026-09-05 23:05:17,15,5,20,15,16,6,0,77,yellow,7,0,13,37.9
2536,quantum-immortality,https://qpedia.ir/quantum-immortality/,publish,جاودانگی کوانتومی؛ کجای این استدلال می لنگد؟,44,105,جاودانگی کوانتومی کجای استدلال می,1113,90,35,5.6,7,4,True,True,False,False,False,0,0,0,0,True,True,1671,941,8,5,0,0,5,0,False,"Sat, 05 Sep 2026 23:15:33 +0000",2026-09-06 02:45:33,2026-09-06 02:45:33,15,5,20,15,16,6,0,77,yellow,7,0,13,37.9
2234,virtual-particles,https://qpedia.ir/virtual-particles/,publish,ذرات مجازی چیستند؟,18,153,ذرات مجازی چیستند,520,34,13,2.6,7,0,True,True,True,False,False,0,0,0,0,True,True,1670,942,5,1,0,0,1,2,False,"Thu, 03 Sep 2026 17:03:07 +0000",2026-09-03 20:33:07,2026-09-18 02:05:57,16,7,16,15,14,8,2,78,yellow,6,1,14,37.4
2236,solvay-conference-1927,https://qpedia.ir/solvay-conference-1927/,publish,کنفرانس سولوی ۱۹۲۷ چه بود؟,26,156,کنفرانس سولوی ۱۹۲۷,590,33,14,3.0,7,0,True,True,True,False,False,0,0,0,0,True,True,1670,941,6,1,0,0,1,1,False,"Thu, 03 Sep 2026 17:02:34 +0000",2026-09-03 20:32:34,2026-09-18 02:18:48,16,7,16,15,14,8,2,78,yellow,6,1,14,37.4
2238,stern-gerlach-experiment,https://qpedia.ir/stern-gerlach-experiment/,publish,آزمایش اشترن-گرلاخ چیست؟,24,157,آزمایش اشترن-گرلاخ,548,33,13,2.7,8,0,True,True,True,False,False,0,0,0,0,True,True,1670,942,5,1,0,0,1,0,False,"Thu, 03 Sep 2026 17:03:07 +0000",2026-09-03 20:33:07,2026-09-18 02:19:16,16,9,16,15,14,6,2,78,yellow,6,1,14,37.4
2239,aspect-experiment-1982,https://qpedia.ir/aspect-experiment-1982/,publish,آزمایش آسپه ۱۹۸۲ چه بود؟,24,157,آزمایش آسپه ۱۹۸۲,555,32,13,2.8,8,0,True,True,True,False,False,0,0,0,0,True,True,1670,942,5,1,0,0,1,4,False,"Thu, 03 Sep 2026 17:02:34 +0000",2026-09-03 20:32:34,2026-09-19 05:02:39,16,7,16,15,14,8,2,78,yellow,6,1,14,37.4
3369,axion,https://qpedia.ir/axion/,publish,اکسیون؛ ذره‌ای فرضی میان مسئلهٔ CP قوی و مادهٔ تاریک,52,122,اکسیون,381,33,17,1.9,8,0,True,True,True,False,False,0,0,0,0,True,True,1200,675,2,4,1,0,4,1,True,"Sun, 20 Sep 2026 19:29:42 +0000",2026-09-20 22:59:42,2026-09-20 22:59:42,18,10,18,15,9,8,2,80,yellow,5,2,17,37.0
3454,variational-quantum-eigensolver,https://qpedia.ir/variational-quantum-eigensolver/,publish,حلگر تغییراتی کوانتومی؛ VQE چگونه انرژی مولکول را حدس می‌زند؟,61,128,الگوریتم VQE,375,31,17,1.9,8,0,True,True,True,False,False,0,0,0,0,True,True,1200,675,3,4,0,0,4,0,True,"Mon, 21 Sep 2026 05:44:55 +0000",2026-09-21 09:14:55,2026-09-21 09:14:55,18,5,18,15,16,6,2,80,yellow,7,1,17,37.0
2090,forgotten-women-quantum,https://qpedia.ir/forgotten-women-quantum/,publish,زنان فراموش‌شدهٔ فیزیک کوانتوم,30,118,زنان فراموش شدهٔ فیزیک کوانتوم,1116,62,0,5.6,8,0,True,True,False,False,False,0,0,0,0,True,True,1672,940,2,4,0,0,3,0,False,"Wed, 02 Sep 2026 17:36:28 +0000",2026-09-02 21:06:28,2026-09-03 02:09:06,15,8,20,15,13,6,0,77,yellow,6,0,12,36.8
3377,cosmic-microwave-background,https://qpedia.ir/cosmic-microwave-background/,publish,تابش زمینهٔ کیهانی؛ قدیمی‌ترین نوری که می‌توانیم ببینیم,55,127,تابش زمینهٔ کیهانی,409,36,17,2.0,8,0,True,True,True,False,False,0,0,0,0,True,True,1200,675,2,4,1,0,4,1,True,"Mon, 21 Sep 2026 05:44:54 +0000",2026-09-21 09:14:54,2026-09-21 09:14:54,18,9,18,15,9,8,2,79,yellow,5,2,15,36.8
3499,quantum-imaging-undetected-photons,https://qpedia.ir/quantum-imaging-undetected-photons/,publish,تصویربرداری با فوتون‌های آشکارنشده؛ دیدن نمونه با نوری که دوربین نمی‌بیند,73,135,تصویربرداری با فوتون‌های آشکارنشده,571,43,18,2.9,9,0,True,True,True,False,False,0,0,0,0,True,True,1200,675,3,4,0,0,4,0,True,"Mon, 21 Sep 2026 05:44:55 +0000",2026-09-21 09:14:55,2026-09-21 09:14:55,14,8,18,15,16,6,2,79,yellow,5,1,15,36.8
2748,nobel-physics-2022,https://qpedia.ir/nobel-physics-2022/,publish,نوبل فیزیک ۲۰۲۲؛ درهم تنیدگی دیگر فلسفه نیست,44,154,نوبل فیزیک ۲۰۲۲ درهم تنیدگی,935,95,22,4.7,7,0,True,True,False,False,False,0,0,0,0,True,True,1200,675,11,5,0,0,4,0,False,"Mon, 14 Sep 2026 16:30:35 +0000",2026-09-14 20:00:35,2026-09-14 20:00:35,16,5,20,15,16,6,0,78,yellow,7,0,13,36.3
2764,crystal-healing-debunked,https://qpedia.ir/crystal-healing-debunked/,publish,کریستال درمانی؛ سنگ شفا نمی دهد,31,152,کریستال درمانی سنگ شفا نمی,1048,100,29,5.2,7,0,True,True,False,False,False,0,0,0,0,True,True,1200,675,7,5,0,0,4,0,False,"Mon, 14 Sep 2026 16:30:35 +0000",2026-09-14 20:00:35,2026-09-14 20:00:35,16,5,20,15,16,6,0,78,yellow,7,0,13,36.3
2765,quantum-ai-marketing-hype,https://qpedia.ir/quantum-ai-marketing-hype/,publish,هوش مصنوعی کوانتومی؛ بیشترش برچسب است,37,157,هوش مصنوعی کوانتومی بیشترش برچسب,966,93,24,4.8,7,0,True,True,False,False,False,0,0,0,0,True,True,1200,675,7,4,0,0,4,0,False,"Mon, 14 Sep 2026 16:30:35 +0000",2026-09-14 20:00:35,2026-09-14 20:00:35,16,5,20,15,16,6,0,78,yellow,7,0,13,36.3
551,mind-quantum-reality,https://qpedia.ir/mind-quantum-reality/,publish,آیا با فکر کردن می توان واقعیت کوانتومی را تغییر داد؟,53,108,فکر کردن می توان واقعیت,1391,78,20,7.0,7,0,True,True,False,False,False,0,0,0,0,True,True,1672,940,6,0,0,0,0,3,False,"Wed, 02 Sep 2026 23:38:45 +0000",2026-09-03 03:08:45,2026-09-03 03:08:46,15,7,18,15,13,8,0,76,yellow,6,0,10,36.0
2232,antimatter,https://qpedia.ir/antimatter/,publish,پادماده چیست؟,13,153,پادماده,595,39,14,3.0,8,0,True,True,True,False,False,0,0,0,0,True,True,1200,675,4,1,0,0,1,2,False,"Thu, 03 Sep 2026 15:56:44 +0000",2026-09-03 19:26:44,2026-09-03 19:26:44,16,10,16,15,12,8,2,79,yellow,6,1,14,35.7
3375,cosmic-inflation,https://qpedia.ir/cosmic-inflation/,publish,تورم کیهانی؛ جهش آغازین فضا و بذر ساختارهای جهان,48,119,تورم کیهانی,374,32,17,1.9,8,0,True,True,True,False,False,0,0,0,0,True,True,1200,675,2,4,1,0,3,3,True,"Mon, 21 Sep 2026 05:44:54 +0000",2026-09-21 09:14:54,2026-09-21 09:14:54,17,10,18,15,9,8,2,79,yellow,4,2,14,35.7
294,decoherence,https://qpedia.ir/decoherence/,publish,واهمدوسی (Decoherence)؛ چرا گربه‌ای را نمی‌بینیم که هم‌زمان زنده و مرده باشد؟,77,140,واهمدوسی (Decoherence) گربه ای نمی,1554,110,24,7.8,12,4,True,True,True,True,True,2,0,0,0,True,True,1671,941,7,0,0,0,0,57,False,"Thu, 03 Sep 2026 00:02:17 +0000",2026-09-03 03:32:17,2026-09-16 00:39:09,12,5,20,16,13,8,6,80,green,7,0,15,35.0
2483,quantum-free-will,https://qpedia.ir/quantum-free-will/,publish,کوانتوم و ارادهٔ آزاد؛ آیا آینده از قبل نوشته شده؟,50,102,کوانتوم ارادهٔ آزاد آینده قبل,1221,88,30,6.1,8,0,True,True,False,False,False,0,0,0,0,True,True,1670,942,4,3,0,0,3,0,False,"Sat, 05 Sep 2026 19:09:44 +0000",2026-09-05 22:39:44,2026-09-18 02:50:57,15,5,22,15,16,6,0,79,yellow,7,0,13,34.6
2098,quantum-computer-reality,https://qpedia.ir/quantum-computer-reality/,publish,کامپیوتر کوانتومی چیست و چقدر با واقعیت فاصله دارد؟,51,111,کامپیوتر کوانتومی واقعیت فاصله دارد,860,47,0,4.3,7,0,True,True,False,False,False,0,0,0,0,True,True,1671,941,6,4,0,0,3,13,False,"Wed, 02 Sep 2026 17:36:29 +0000",2026-09-02 21:06:29,2026-09-18 02:43:55,15,5,18,15,16,8,0,77,yellow,6,0,10,34.5
3567,eigenstate-thermalization,https://qpedia.ir/eigenstate-thermalization/,publish,فرضیهٔ گرمایی‌شدن حالت ویژه؛ چرا یک حالت منفرد می‌تواند حرارتی باشد؟,68,123,فرضیهٔ گرمایی‌شدن حالت ویژه,372,33,17,1.9,8,0,True,True,True,False,False,0,0,0,0,True,True,1200,675,3,4,0,0,4,0,True,"Mon, 21 Sep 2026 05:44:55 +0000",2026-09-21 09:14:55,2026-09-21 09:14:55,17,7,18,15,16,6,2,81,yellow,6,1,16,34.2
