number,post_id,status,title,slug,url,post_date
174,3340,publish,انگشت‌نگاری کوانتومی؛ مقایسه داده با پیام بسیار کوتاه,quantum-fingerprinting,https://qpedia.ir/quantum-fingerprinting/,2026-09-21 09:14:54
175,3342,publish,مزایده کوانتومی؛ پیشنهادهای درهم‌نهیده یا صرفاً یک مدل نظری؟,quantum-auction,https://qpedia.ir/quantum-auction/,2026-09-21 09:14:54
176,3344,publish,FPGA کوانتومی؛ سخت‌افزار بازپیکربندی‌پذیر برای کنترل یا پردازش کوانتومی,quantum-fpga,https://qpedia.ir/quantum-fpga/,2026-09-21 09:14:54
177,3346,publish,الکترونیک سرد؛ کنترل رایانه کوانتومی در چند کلوین,cryogenic-electronics,https://qpedia.ir/cryogenic-electronics/,2026-09-21 09:14:54
178,3348,publish,یخچال رقیق‌سازی؛ چگونه به چند میلی‌کلوین می‌رسیم؟,dilution-refrigerator,https://qpedia.ir/dilution-refrigerator/,2026-09-21 09:14:54
179,3350,publish,دیمر کوانتومی؛ مدل پیوندهای تشدیدکننده در مادهٔ کوانتومی,quantum-dimer,https://qpedia.ir/quantum-dimer/,2026-09-21 09:14:54
180,3352,publish,نانوسیم؛ وقتی سطح و کوانتش بر رسانش چیره می‌شوند,nanowire,https://qpedia.ir/nanowire/,2026-09-21 09:14:54
181,3354,publish,گاز دوقطبی؛ مادهٔ کوانتومی با برهم‌کنش جهت‌دار و دوربرد,dipolar-gas,https://qpedia.ir/dipolar-gas/,2026-09-21 09:14:54
182,3356,publish,گاز فرمی؛ جهانی که اصل طرد شکل می‌دهد,fermi-gas,https://qpedia.ir/fermi-gas/,2026-09-21 09:14:54
183,3358,publish,قطرهٔ کوانتومی؛ مایعی رقیق که نوسان‌ها آن را نگه می‌دارند,quantum-droplet,https://qpedia.ir/quantum-droplet/,2026-09-21 09:14:54
184,3360,publish,سالیتون؛ موجی که پس از برخورد شکل خود را حفظ می‌کند,soliton,https://qpedia.ir/soliton/,2026-09-21 09:14:54
185,3362,publish,اصل لانه‌کبوتری کوانتومی؛ آیا سه ذره می‌توانند بدون هم‌خانه‌شدن در دو جعبه باشند؟,quantum-pigeonhole,https://qpedia.ir/quantum-pigeonhole/,2026-09-21 02:51:11
186,3364,publish,سولیپسیسم کوانتومی؛ آیا مکانیک کوانتومی فقط تجربهٔ شخصی را واقعی می‌داند؟,quantum-solipsism,https://qpedia.ir/quantum-solipsism/,2026-09-21 09:14:54
187,3367,publish,واپاشی پروتون؛ جست‌وجوی فروپاشی یکی از پایدارترین ذرات جهان,proton-decay,https://qpedia.ir/proton-decay/,2026-09-21 09:14:54
188,3369,publish,اکسیون؛ ذره‌ای فرضی میان مسئلهٔ CP قوی و مادهٔ تاریک,axion,https://qpedia.ir/axion/,2026-09-20 22:59:42
189,3371,publish,ویمپ؛ نامزد مشهور مادهٔ تاریک که هنوز پنهان مانده است,wimp,https://qpedia.ir/wimp/,2026-09-20 23:00:01
190,3373,publish,انرژی تاریک و جهان کوانتومی؛ بحران کوچک‌ترین چگالی بزرگ فیزیک,dark-energy-quantum,https://qpedia.ir/dark-energy-quantum/,2026-09-20 23:00:16
191,3375,publish,تورم کیهانی؛ جهش آغازین فضا و بذر ساختارهای جهان,cosmic-inflation,https://qpedia.ir/cosmic-inflation/,2026-09-21 09:14:54
192,3377,publish,تابش زمینهٔ کیهانی؛ قدیمی‌ترین نوری که می‌توانیم ببینیم,cosmic-microwave-background,https://qpedia.ir/cosmic-microwave-background/,2026-09-21 09:14:54
193,3379,publish,کرم‌چاله؛ میان‌بُر فضا–زمان میان ریاضیات و واقعیت,wormhole,https://qpedia.ir/wormhole/,2026-09-21 09:14:54
194,3381,publish,کیهان‌شناسی کوانتومی؛ وقتی خود جهان موضوع نظریه کوانتومی می‌شود,quantum-cosmology,https://qpedia.ir/quantum-cosmology/,2026-09-21 09:14:54
195,3383,publish,جهش کوانتومی کیهان؛ آیا پیش از مهبانگ مرحله‌ای دیگر وجود داشت؟,quantum-bounce,https://qpedia.ir/quantum-bounce/,2026-09-21 09:14:54
196,3385,publish,بلاک‌چین کوانتومی؛ امنیت پساکوانتومی یا شبکه‌ای واقعاً کوانتومی؟,quantum-blockchain,https://qpedia.ir/quantum-blockchain/,2026-09-21 09:14:54
197,3387,publish,موسیقی کوانتومی؛ از دادهٔ آزمایش تا صدا و آهنگ‌سازی,quantum-music,https://qpedia.ir/quantum-music/,2026-09-21 04:47:39
198,3389,publish,داستان علمی‌تخیلی کوانتومی؛ روایت جهان‌های ممکن بدون تحریف علم,quantum-fiction,https://qpedia.ir/quantum-fiction/,2026-09-21 09:14:54
199,3391,publish,فرهنگ کوانتومی؛ وقتی زبان فیزیک وارد جامعه می‌شود,quantum-culture,https://qpedia.ir/quantum-culture/,2026-09-21 04:47:55
200,3393,publish,زمستان کوانتومی؛ اگر سرمایه و اعتماد از فناوری عقب‌نشینی کنند,quantum-winter,https://qpedia.ir/quantum-winter/,2026-09-21 04:48:13
201,3395,publish,تکینگی کوانتومی؛ مرز شکست نظریه یا جهش فرضی فناوری؟,quantum-singularity,https://qpedia.ir/quantum-singularity/,2026-09-21 09:14:55
202,3397,publish,حالت‌های همدوس؛ کوانتومی‌ترین توصیف نور کلاسیک,coherent-states,https://qpedia.ir/coherent-states/,2026-09-21 09:14:55
203,3399,publish,حالت فوک؛ وقتی تعداد کوانتوم‌ها دقیق است,fock-state,https://qpedia.ir/fock-state/,2026-09-21 02:49:01
204,3401,publish,چهارموجی؛ برهم‌کنش غیرخطی چهار میدان نور,four-wave-mixing,https://qpedia.ir/four-wave-mixing/,2026-09-21 09:14:55
205,3403,publish,نوسانگر پارامتری نوری؛ تبدیل یک پمپ به دو میدان همدوس,optical-parametric-oscillator,https://qpedia.ir/optical-parametric-oscillator/,2026-09-21 09:14:55
206,3405,publish,آشکارسازی هوموداین؛ اندازه‌گیری کوادرات‌های میدان نور,homodyne-detection,https://qpedia.ir/homodyne-detection/,2026-09-21 02:51:59
207,3408,publish,دماسنجی کوانتومی؛ اندازه‌گیری دما با یک سامانه بسیار کوچک,quantum-thermometry,https://qpedia.ir/quantum-thermometry/,2026-09-21 09:14:55
208,3410,publish,بازده موتور کوانتومی؛ آیا همدوسی می‌تواند از کارنو جلو بزند؟,quantum-engine-efficiency,https://qpedia.ir/quantum-engine-efficiency/,2026-09-21 09:14:55
209,3412,publish,پیام‌رسانی سلولی و کوانتوم؛ کجا شیمی کوانتومی تمام می‌شود و ادعای بزرگ آغاز؟,quantum-cell-signaling,https://qpedia.ir/quantum-cell-signaling/,2026-09-21 09:14:55
210,3414,publish,بیهوشی و کوانتوم؛ فرضیه‌ای جذاب با شواهد محدود,quantum-anesthesia,https://qpedia.ir/quantum-anesthesia/,2026-09-21 04:48:34
211,3416,publish,کوانتوم در سرطان؛ از ابزار تشخیص تا ادعاهای درمانی,quantum-cancer,https://qpedia.ir/quantum-cancer/,2026-09-21 09:14:54
212,3418,publish,کوانتوم در باکتری‌ها؛ از فتوسنتز تا حس‌کردن میدان,quantum-bacteria,https://qpedia.ir/quantum-bacteria/,2026-09-21 09:14:55
213,3420,publish,کوانتوم در ویروس‌ها؛ علم مولکولی یا برچسبی گمراه‌کننده؟,quantum-viruses,https://qpedia.ir/quantum-viruses/,2026-09-21 09:14:55
214,3422,publish,حالت GHZ؛ درهم‌تنیدگی چندذره‌ای بدون راه فرار کلاسیک,ghz-state,https://qpedia.ir/ghz-state/,2026-09-21 09:14:55
215,3424,publish,پارادوکس هاردی؛ ناموضعیت بدون نامساوی بل,hardy-paradox,https://qpedia.ir/hardy-paradox/,2026-09-21 04:49:09
216,3426,publish,زمینه‌مندی کوانتومی؛ چرا نتیجه را نمی‌توان مستقل از شیوه اندازه‌گیری دانست؟,quantum-contextuality,https://qpedia.ir/quantum-contextuality/,2026-09-21 09:14:55
217,3428,publish,گربهٔ چشایر کوانتومی؛ آیا ویژگی واقعاً از ذره جدا می‌شود؟,quantum-cheshire-cat,https://qpedia.ir/quantum-cheshire-cat/,2026-09-21 09:14:55
218,3430,publish,پارادوکس سه جعبه؛ ذره‌ای که اگر بگردیم در دو جای متفاوت پیدا می‌شود,three-box-paradox,https://qpedia.ir/three-box-paradox/,2026-09-21 02:51:33
219,3432,publish,منطق کوانتومی؛ چرا گزاره‌های آزمایش مانند مجموعه‌های معمولی رفتار نمی‌کنند؟,quantum-logic,https://qpedia.ir/quantum-logic/,2026-09-20 19:09:33
220,3434,publish,احتمال کوانتومی؛ چرا جمع دامنه‌ها با جمع احتمال‌ها فرق دارد؟,quantum-probability,https://qpedia.ir/quantum-probability/,2026-09-21 04:49:53
221,3436,publish,تابش شتاب و اثر اونرو؛ آیا ناظر شتاب‌دار خلأ را گرم می‌بیند؟,acceleration-radiation,https://qpedia.ir/acceleration-radiation/,2026-09-21 09:14:55
222,3438,publish,گشتاور مغناطیسی ناهنجار؛ آزمونی میلیاردی برای نظریه ذرات,anomalous-magnetic-moment,https://qpedia.ir/anomalous-magnetic-moment/,2026-09-21 09:14:55
223,3440,publish,ثابت ساختار ریز؛ عددی بی‌بُعد برای قدرت نور و ماده,fine-structure-constant,https://qpedia.ir/fine-structure-constant/,2026-09-21 09:14:54
224,3442,publish,الکترودینامیک کوانتومی؛ نظریه‌ای که نور و بار را با دقت بی‌سابقه پیوند می‌دهد,quantum-electrodynamics,https://qpedia.ir/quantum-electrodynamics/,2026-09-20 23:01:41
225,3443,publish,کرومودینامیک کوانتومی؛ چرا کوارک‌ها هرگز تنها دیده نمی‌شوند؟,quantum-chromodynamics,https://qpedia.ir/quantum-chromodynamics/,2026-09-21 09:14:54
226,3445,publish,نظریهٔ الکتروضعیف؛ اتحاد نور و واپاشی هسته‌ای,electroweak-theory,https://qpedia.ir/electroweak-theory/,2026-09-21 09:14:54
227,3450,publish,تخمین فاز کوانتومی؛ چگونه مقدار ویژه را از فاز بیرون می‌کشیم؟,quantum-phase-estimation,https://qpedia.ir/quantum-phase-estimation/,2026-09-21 09:14:55
228,3452,publish,قدم‌زدن کوانتومی؛ راه‌رفتن هم‌زمان در چند مسیر,quantum-walk,https://qpedia.ir/quantum-walk/,2026-09-20 19:01:29
229,3454,publish,حلگر تغییراتی کوانتومی؛ VQE چگونه انرژی مولکول را حدس می‌زند؟,variational-quantum-eigensolver,https://qpedia.ir/variational-quantum-eigensolver/,2026-09-21 09:14:55
230,3456,publish,QAOA؛ بهینه‌سازی تقریبی با لایه‌های کوانتومی,qaoa,https://qpedia.ir/qaoa/,2026-09-21 09:14:55
231,3458,publish,هستهٔ کوانتومی؛ آیا نگاشت داده به فضای کیوبیت‌ها یادگیری را بهتر می‌کند؟,quantum-kernel,https://qpedia.ir/quantum-kernel/,2026-09-21 09:14:55
232,3460,publish,شبکهٔ عصبی کوانتومی؛ نامی آشنا برای مدل‌هایی هنوز ناآشنا,quantum-neural-network,https://qpedia.ir/quantum-neural-network/,2026-09-21 09:14:55
233,3462,publish,مدل مولد کوانتومی؛ آیا کیوبیت‌ها می‌توانند داده تازه بسازند؟,quantum-generative-model,https://qpedia.ir/quantum-generative-model/,2026-09-21 09:14:55
234,3464,publish,یادگیری تقویتی کوانتومی؛ عامل، محیط و پاداش با کیوبیت‌ها,quantum-reinforcement-learning,https://qpedia.ir/quantum-reinforcement-learning/,2026-09-21 09:14:55
235,3466,publish,زبان برنامه‌نویسی کوانتومی؛ از الگوریتم تا مدار قابل‌اجرا,quantum-programming-language,https://qpedia.ir/quantum-programming-language/,2026-09-20 19:06:11
236,3468,publish,کامپایلر کوانتومی؛ ترجمه الگوریتم به گیت‌های واقعی,quantum-compiler,https://qpedia.ir/quantum-compiler/,2026-09-21 09:14:55
237,3470,publish,کنترل کوانتومی؛ هدایت یک سامانه ظریف با پالس‌های دقیق,quantum-control,https://qpedia.ir/quantum-control/,2026-09-20 18:59:43
238,3472,publish,عایق توپولوژیک؛ درون عایق، روی سطح رسانا,topological-insulator,https://qpedia.ir/topological-insulator/,2026-09-21 09:14:55
239,3474,publish,نیم‌فلز ویل؛ تک‌قطبی‌های بری در یک بلور,weyl-semimetal,https://qpedia.ir/weyl-semimetal/,2026-09-21 09:14:55
240,3476,publish,نیم‌فلز دیراک؛ وقتی دو گره ویل روی هم می‌افتند,dirac-semimetal,https://qpedia.ir/dirac-semimetal/,2026-09-21 02:52:26
241,3478,publish,فرمیون مایورانا؛ ذره‌ای که پادذرهٔ خودش است,majorana-fermion,https://qpedia.ir/majorana-fermion/,2026-09-21 09:14:55
242,3480,publish,آنیون؛ ذره‌ای که نه بوزون است و نه فرمیون,anyon,https://qpedia.ir/anyon/,2026-09-21 02:48:22
243,3482,publish,اثر هال کوانتومی کسری؛ وقتی الکترون‌ها شبه‌ذره می‌سازند,fractional-quantum-hall-effect,https://qpedia.ir/fractional-quantum-hall-effect/,2026-08-20 18:18:26
244,3484,publish,عایق مات؛ وقتی دافعه الکترون‌ها راه جریان را می‌بندد,mott-insulator,https://qpedia.ir/mott-insulator/,2026-09-21 09:14:55
245,3486,publish,بحرانیت کوانتومی؛ نوسان‌هایی که در صفر مطلق هم خاموش نمی‌شوند,quantum-criticality,https://qpedia.ir/quantum-criticality/,2026-09-21 09:14:55
246,3488,publish,گذار فاز کوانتومی؛ تغییر نظم ماده بدون گرم‌کردن,quantum-phase-transition,https://qpedia.ir/quantum-phase-transition/,2026-09-21 02:50:04
247,3491,publish,الکترودینامیک کوانتومی حفره؛ وقتی یک اتم بارها با یک فوتون روبه‌رو می‌شود,cavity-qed,https://qpedia.ir/cavity-qed/,2026-09-21 09:14:55
248,3493,publish,الکترودینامیک کوانتومی مدار؛ اتم مصنوعی روی یک تراشه,circuit-qed,https://qpedia.ir/circuit-qed/,2026-09-21 09:14:55
249,3495,publish,نوسانات رابی؛ ضربان منظم میان دو حالت کوانتومی,rabi-oscillations,https://qpedia.ir/rabi-oscillations/,2026-09-21 02:53:28
250,3497,publish,شفافیت القایی الکترومغناطیسی؛ وقتی یک لیزر راه نور دیگر را باز می‌کند,electromagnetically-induced-transparency,https://qpedia.ir/electromagnetically-induced-transparency/,2026-09-21 09:14:55
251,3499,publish,تصویربرداری با فوتون‌های آشکارنشده؛ دیدن نمونه با نوری که دوربین نمی‌بیند,quantum-imaging-undetected-photons,https://qpedia.ir/quantum-imaging-undetected-photons/,2026-09-21 09:14:55
252,3501,publish,میکروسکوپ کوانتومی؛ دیدن نمونه با فوتون کمتر,quantum-microscopy,https://qpedia.ir/quantum-microscopy/,2026-08-20 18:19:52
253,3503,publish,ابرتفکیک کوانتومی؛ فراتررفتن از مرز کلاسیک دقیقاً یعنی چه؟,super-resolution-quantum,https://qpedia.ir/super-resolution-quantum/,2026-09-21 09:14:55
254,3505,publish,اشتراک راز کوانتومی؛ وقتی هیچ‌کس به‌تنهایی کلید را ندارد,quantum-secret-sharing,https://qpedia.ir/quantum-secret-sharing/,2026-09-21 04:50:20
255,3507,publish,QKD مستقل از دستگاه؛ امنیتی که به درون جعبه اعتماد نمی‌کند,device-independent-qkd,https://qpedia.ir/device-independent-qkd/,2026-09-21 09:14:55
256,3509,publish,QKD مستقل از دستگاه اندازه‌گیری؛ آشکارساز می‌تواند نامطمئن باشد,measurement-device-independent-qkd,https://qpedia.ir/measurement-device-independent-qkd/,2026-09-21 09:14:55
257,3511,publish,QKD میدان دوقلو؛ شکستن محدودیت برد بدون ریپیتر کوانتومی,twin-field-qkd,https://qpedia.ir/twin-field-qkd/,2026-09-21 09:14:55
258,3513,publish,امضای دیجیتال کوانتومی؛ چگونه اصالت پیام را بدون کلید خصوصی کلاسیک بسنجیم؟,quantum-digital-signature,https://qpedia.ir/quantum-digital-signature/,2026-09-21 09:14:55
259,3515,publish,پول کوانتومی؛ اسکناسی که کپی‌کردنش با قوانین فیزیک محدود می‌شود,quantum-money,https://qpedia.ir/quantum-money/,2026-09-20 18:54:53
260,3517,publish,رأی‌گیری کوانتومی؛ آیا فیزیک می‌تواند انتخابات را امن‌تر کند؟,quantum-voting,https://qpedia.ir/quantum-voting/,2026-09-20 19:08:46
261,3519,publish,مسیریاب کوانتومی؛ فوتون را چگونه بدون خواندن پیام هدایت می‌کنیم؟,quantum-router,https://qpedia.ir/quantum-router/,2026-09-21 09:14:55
262,3521,publish,شبکهٔ کوانتومی؛ زیرساختی برای توزیع درهم‌تنیدگی,quantum-network,https://qpedia.ir/quantum-network/,2026-09-20 19:04:23
263,3523,publish,رایانش کوانتومی ابری؛ دسترسی از مرورگر به یک پردازنده واقعی,quantum-cloud,https://qpedia.ir/quantum-cloud/,2026-09-20 18:26:12
264,3525,publish,الگوریتم دویچ–جوزا؛ نخستین نمایش روشن برتری در تعداد پرس‌وجو,deutsch-jozsa-algorithm,https://qpedia.ir/deutsch-jozsa-algorithm/,2026-09-21 02:54:13
265,3527,publish,الگوریتم سایمون؛ پیدا‌کردن دوره پنهان با تداخل کوانتومی,simon-algorithm,https://qpedia.ir/simon-algorithm/,2026-09-21 09:14:54
266,3528,publish,الگوریتم برنشتاین–وزیرانی؛ بازیابی یک رشته پنهان با یک پرس‌وجو,bernstein-vazirani-algorithm,https://qpedia.ir/bernstein-vazirani-algorithm/,2026-09-20 18:25:07
267,3531,publish,فرمیون سنگین؛ الکترونی که در جمع هزار برابر سنگین‌تر رفتار می‌کند,heavy-fermion,https://qpedia.ir/heavy-fermion/,2026-09-20 19:06:49
268,3533,publish,اثر کوندو؛ چرا مقاومت فلز در سرمای بیشتر دوباره بالا می‌رود؟,kondo-effect,https://qpedia.ir/kondo-effect/,2026-09-21 09:14:55
269,3535,publish,یخ اسپینی؛ مغناطیسی که قانون یخ را تقلید می‌کند,spin-ice,https://qpedia.ir/spin-ice/,2026-09-21 09:14:55
270,3537,publish,اسکویید؛ حساس‌ترین حلقه برای شنیدن میدان مغناطیسی,squid,https://qpedia.ir/squid/,2026-09-20 19:05:15
271,3539,publish,شبکهٔ نوری؛ بلوری از نور برای به‌دام‌انداختن اتم‌ها,optical-lattice,https://qpedia.ir/optical-lattice/,2026-09-21 09:14:55
272,3541,publish,اتم ریدبرگ؛ غولی کوانتومی با الکترونی دوردست,rydberg-atom,https://qpedia.ir/rydberg-atom/,2026-09-21 09:14:55
273,3543,publish,پولارون؛ ذره‌ای که محیط را با خود می‌کشد,polaron,https://qpedia.ir/polaron/,2026-09-21 09:14:55
274,3545,publish,اکسایتون؛ جفت الکترون–حفره‌ای که نور در ماده می‌سازد,exciton,https://qpedia.ir/exciton/,2026-09-21 09:14:55
275,3547,publish,پولاریتون؛ وقتی نور و ماده هویت مشترک پیدا می‌کنند,polariton,https://qpedia.ir/polariton/,2026-09-21 09:14:55
276,3549,publish,مگنون؛ کوانتوم موج اسپینی در یک آهنربا,magnon,https://qpedia.ir/magnon/,2026-09-21 09:14:55
277,3551,publish,پلاسمون؛ موج جمعی الکترون‌ها در مرز نور و ماده,plasmon,https://qpedia.ir/plasmon/,2026-09-21 09:14:55
278,3553,publish,فونون؛ کوانتوم ارتعاش شبکهٔ بلوری,phonon,https://qpedia.ir/phonon/,2026-09-21 09:14:55
279,3555,publish,موتور گرمایی کوانتومی؛ کارگرفتن از یک سامانه کوچک,quantum-heat-engine,https://qpedia.ir/quantum-heat-engine/,2026-09-21 09:14:55
280,3557,publish,یخچال کوانتومی؛ بیرون‌کشیدن گرما از یک سامانه نانومقیاس,quantum-refrigerator,https://qpedia.ir/quantum-refrigerator/,2026-09-21 04:51:28
281,559,publish,آیا درهم تنیدگی یعنی اطلاعات سریع تر از نور منتقل می شود؟,entanglement-myths,https://qpedia.ir/entanglement-myths/,2026-09-03 03:10:43
282,562,publish,آیا مغز انسان از پدیده های کوانتومی استفاده می کند؟ (بررسی ادعاها),brain-quantum-phenomena,https://qpedia.ir/brain-quantum-phenomena/,2026-09-03 02:50:05
283,2086,publish,نقشهٔ ذهنی پنج‌گانه برای فهم درست کوانتوم,quantum-fivefold-mental-map,https://qpedia.ir/quantum-fivefold-mental-map/,2026-09-03 02:40:17
284,2087,publish,حسگرهای کوانتومی؛ آیندهٔ دقت اندازه‌گیری,quantum-sensors,https://qpedia.ir/quantum-sensors/,2026-09-03 02:47:09
285,2088,publish,درهم‌تنیدگی در کامپیوترهای کوانتومی امروزی,entanglement-quantum-computers,https://qpedia.ir/entanglement-quantum-computers/,2026-09-02 21:06:28
286,2092,publish,فاینمن: نابغه‌ای که کوانتوم را ساده توضیح می‌داد,feynman-quantum-explainer,https://qpedia.ir/feynman-quantum-explainer/,2026-09-02 21:06:29
287,2093,publish,منابع معتبر فارسی و انگلیسی برای یادگیری عمیق‌تر کوانتوم,quantum-learning-resources,https://qpedia.ir/quantum-learning-resources/,2026-09-02 21:06:29
288,2094,publish,نبرد اینشتین و بور بر سر معنای کوانتوم,einstein-bohr-debate,https://qpedia.ir/einstein-bohr-debate/,2026-09-02 21:06:29
289,2096,publish,پنل خورشیدی و اثر فوتوالکتریک؛ تبدیل نور به جریان زندگی,solar-cells-photoelectric,https://qpedia.ir/solar-cells-photoelectric/,2026-09-03 02:39:07
290,2097,publish,چرا ریاضیات کوانتوم درست است ولی فهمش سخت است؟,why-quantum-math-works,https://qpedia.ir/why-quantum-math-works/,2026-09-03 02:39:33
291,2098,publish,کامپیوتر کوانتومی چیست و چقدر با واقعیت فاصله دارد؟,quantum-computer-reality,https://qpedia.ir/quantum-computer-reality/,2026-09-02 21:06:29
292,2225,publish,حالت کوانتومی چیست؟ چرا «الکترون کجاست؟» پرسش اشتباه است؟,quantum-state,https://qpedia.ir/quantum-state/,2026-09-03 19:27:53
293,2229,publish,کوارک چیست؟,quark,https://qpedia.ir/quark/,2026-09-03 19:27:09
294,2231,publish,بوزون هیگز چیست؟,higgs-boson,https://qpedia.ir/higgs-boson/,2026-09-03 19:27:21
295,2232,publish,پادماده چیست؟,antimatter,https://qpedia.ir/antimatter/,2026-09-03 19:26:44
296,3559,publish,دیو ماکسول کوانتومی؛ اطلاعات چگونه به کار ترمودینامیکی تبدیل می‌شود؟,quantum-maxwell-demon,https://qpedia.ir/quantum-maxwell-demon/,2026-09-21 09:14:55
297,3561,publish,آنتروپی کوانتومی؛ اندازه‌گیری ناآگاهی یا درهم‌تنیدگی؟,quantum-entropy,https://qpedia.ir/quantum-entropy/,2026-09-20 18:49:20
298,3563,publish,گرمایی‌شدن کوانتومی؛ چگونه یک سامانه بسته به تعادل می‌رسد؟,quantum-thermalization,https://qpedia.ir/quantum-thermalization/,2026-09-21 09:14:55
299,3565,publish,جایگزیدگی چندجسمی؛ وقتی سامانه حافظهٔ آغازش را فراموش نمی‌کند,many-body-localization,https://qpedia.ir/many-body-localization/,2026-09-21 09:14:55
300,3567,publish,فرضیهٔ گرمایی‌شدن حالت ویژه؛ چرا یک حالت منفرد می‌تواند حرارتی باشد؟,eigenstate-thermalization,https://qpedia.ir/eigenstate-thermalization/,2026-09-21 09:14:55
301,2235,publish,اسپین هسته‌ای چیست؟,nuclear-spin,https://qpedia.ir/nuclear-spin/,2026-09-03 19:26:56
302,2240,publish,همدوسی چیست؟,coherence,https://qpedia.ir/coherence/,2026-09-04 17:09:24
303,2252,publish,الگوریتم گروور چیست؟,grover-algorithm,https://qpedia.ir/grover-algorithm/,2026-09-03 20:30:44
304,2253,publish,تصحیح خطای کوانتومی چیست؟,quantum-error-correction,https://qpedia.ir/quantum-error-correction/,2026-09-03 20:30:44
305,2254,publish,چگالش بوز-اینشتین چیست؟,bose-einstein-condensate,https://qpedia.ir/bose-einstein-condensate/,2026-09-03 20:30:44
306,2255,publish,همجوشی ستارگان چگونه ممکن است؟,stellar-fusion,https://qpedia.ir/stellar-fusion/,2026-09-03 20:30:44
307,2256,publish,قضیهٔ عدم‌کپی چیست؟,no-cloning-theorem,https://qpedia.ir/no-cloning-theorem/,2026-09-03 20:30:44
308,2257,publish,گیت کوانتومی چیست؟,quantum-gate,https://qpedia.ir/quantum-gate/,2026-09-03 20:30:44
309,2258,publish,شبیه‌سازی کوانتومی چیست؟,quantum-simulation,https://qpedia.ir/quantum-simulation/,2026-09-03 20:30:44
310,2760,publish,تله پورت پیوسته؛ موج نور نه فقط کیوبیت,continuous-variable-teleportation,https://qpedia.ir/continuous-variable-teleportation/,2026-09-09 18:03:03
